,attrition,businesstravel,department,educationfield,gender,jobrole,maritalstatus,over18,overtime,standardhours,roledepartament,remotework
727,No,travel rarely,,,F, manufacturing director ,,,,Full Time,,no
728,No,, Sales ,,F, manager ,Married,,No,, manager  -  sales ,no
729,No,travel rarely,,,M, human resources ,,,No,Part Time,,yes
730,No,travel rarely,,,F, healthcare representative ,,Yes,No,Part Time,,yes
731,No,,,Medical,F, research scientist ,,Yes,No,Part Time,,no
732,No,,,Medical,M, laboratory technician ,Married,,No,Part Time,,yes
733,No,,,,M, research scientist ,,,No,Part Time,,yes
734,No,,,Medical,M, laboratory technician ,Single,,No,Full Time,,no
735,No,travel rarely,,Marketing,M, sales executive ,Married,,No,Part Time,,no
736,Yes,,,,F, sales executive ,Single,Yes,No,Part Time,,yes
737,No,travel rarely,,Life Sciences,M, sales executive ,Divorced,Yes,,Part Time,,no
738,No,travel rarely,,Technical Degree,M, manufacturing director ,Divorced,Yes,,Part Time,,yes
739,No,non travel, Human Resources ,,M, human resources ,Married,,No,Full Time, human resources  -  human resources ,yes
740,No,,,Life Sciences,M, sales executive ,Single,,No,Part Time,,no
741,No,,,,M, research scientist ,Divorced,Yes,,Part Time,,yes
742,No,travel rarely,,Life Sciences,M, manager ,Single,,No,Full Time,,no
743,No,travel frequently, Sales ,Marketing,F, sales executive ,,,,Part Time, sales executive  -  sales ,yes
744,No,,,Life Sciences,M, sales executive ,Married,Yes,,Part Time,,yes
745,No,travel frequently,,,F, manufacturing director ,Married,,,Full Time,,yes
746,No,travel rarely,,Medical,M, research scientist ,Single,,No,Full Time,,yes
747,Yes,travel frequently,,,M, laboratory technician ,,,No,Part Time,,yes
748,No,travel frequently,,Other,M, research scientist ,,,,Part Time,,yes
749,No,,,Marketing,M, sales executive ,,,,Full Time,,yes
750,No,,,Medical,M, sales executive ,,,No,Part Time,,no
751,Yes,, Sales ,,F, sales executive ,Single,,No,, sales executive  -  sales ,no
752,No,,,Life Sciences,M, human resources ,,,,Part Time,,no
753,No,, Research & Development ,Life Sciences,M, laboratory technician ,Single,Yes,No,Part Time, laboratory technician  -  research & development ,no
754,No,,,,M, manufacturing director ,,Yes,No,Part Time,,yes
755,No,,,,F, sales representative ,Married,Yes,,Part Time,,yes
756,No,travel frequently,,,M, human resources ,,,No,Part Time,,yes
757,No,,,,F, manufacturing director ,Divorced,Yes,,Part Time,,yes
758,No,,,Life Sciences,M, manufacturing director ,,Yes,No,Part Time,,no
759,No,, Research & Development ,Technical Degree,F, research scientist ,,,,Full Time, research scientist  -  research & development ,no
760,No,,,,M, laboratory technician ,,,,,,yes
761,No,travel frequently,,,F, laboratory technician ,,,,Part Time,,no
762,No,travel rarely,,Medical,M, healthcare representative ,Married,Yes,No,,,no
763,No,travel frequently,,,M, sales executive ,,Yes,,Part Time,,yes
764,No,, Research & Development ,Medical,M, research scientist ,Married,,No,Part Time, research scientist  -  research & development ,yes
765,No,travel rarely,,Medical,F, laboratory technician ,,Yes,No,Full Time,,no
766,No,travel rarely,,,M, sales executive ,Married,Yes,No,Part Time,,no
767,No,travel rarely,,Medical,M, laboratory technician ,Divorced,,No,Part Time,,yes
768,No,,,Life Sciences,M, laboratory technician ,Divorced,,No,Part Time,,yes
769,Yes,,,,M, research scientist ,,Yes,Yes,Part Time,,yes
770,No,travel rarely,,,M, research scientist ,Married,,No,Part Time,,yes
771,No,, Research & Development ,Medical,M, research director ,Single,,,Part Time, research director  -  research & development ,yes
772,No,,,Life Sciences,F, laboratory technician ,Married,,,Full Time,,yes
773,Yes,travel rarely,,,M, manufacturing director ,Single,,,Part Time,,yes
774,No,,,,F, healthcare representative ,,,,Full Time,,yes
775,No,travel rarely, Sales ,,M, sales executive ,,Yes,No,, sales executive  -  sales ,no
776,No,,,Technical Degree,M, research scientist ,Married,Yes,No,Part Time,,no
777,No,travel rarely,,,M, sales executive ,Married,,Yes,Part Time,,yes
778,No,travel rarely,,Medical,M, research scientist ,,,,Part Time,,yes
779,No,,,Technical Degree,M, research scientist ,,,No,Part Time,,no
780,No,travel rarely,,,M, sales executive ,,,,Full Time,,yes
781,No,non travel,,Medical,M, research scientist ,Single,,No,,,yes
782,No,,,Life Sciences,M, healthcare representative ,Married,Yes,No,Part Time,,no
783,No,, Research & Development ,,F, research scientist ,Married,,No,Part Time, research scientist  -  research & development ,no
784,No,travel rarely,,Life Sciences,M, healthcare representative ,Single,,No,,,yes
785,No,travel frequently,,,M, manufacturing director ,Married,Yes,No,,,no
786,No,,,,M, research scientist ,,,,Full Time,,yes
787,No,,,Life Sciences,M, research scientist ,,,No,Part Time,,yes
788,No,travel rarely,,,F, sales executive ,,,Yes,Part Time,,yes
789,No,,,Medical,M, research scientist ,Single,,Yes,Part Time,,yes
790,Yes,,,,M, sales executive ,,,No,Part Time,,yes
791,No,, Sales ,Marketing,F, sales executive ,Married,,No,Part Time, sales executive  -  sales ,no
792,No,,,,F, sales executive ,,,No,Part Time,,yes
793,No,,,,F, research scientist ,Married,Yes,,,,yes
794,No,travel rarely,,,F, research scientist ,Married,Yes,No,Part Time,,yes
795,No,travel rarely,,Other,M, laboratory technician ,,,,Part Time,,no
796,No,,,,M, laboratory technician ,,Yes,No,,,yes
797,No,travel rarely,,,M, laboratory technician ,Married,,No,Part Time,,no
798,No,, Research & Development ,,M, research scientist ,Divorced,,,Part Time, research scientist  -  research & development ,yes
799,No,travel rarely,,,M, laboratory technician ,Divorced,,,,,yes
800,Yes,travel rarely, Research & Development ,Life Sciences,M, laboratory technician ,Single,,Yes,Part Time, laboratory technician  -  research & development ,yes
801,No,travel rarely,,,M, research scientist ,Divorced,Yes,Yes,Part Time,,yes
802,No,, Research & Development ,Life Sciences,M, research scientist ,Single,Yes,Yes,Full Time, research scientist  -  research & development ,yes
803,No,,,,F, manufacturing director ,,,No,Part Time,,yes
804,Yes,,,,M, research scientist ,Single,,No,Full Time,,yes
805,Yes,travel frequently, Research & Development ,,F, research scientist ,,,,Part Time, research scientist  -  research & development ,no
806,No,travel rarely,,Marketing,F, manager ,Single,Yes,,Full Time,,no
807,No,,,Other,M, healthcare representative ,Married,Yes,,Full Time,,no
808,Yes,travel rarely,,,M, sales representative ,Married,,,Part Time,,yes
809,No,,,Marketing,F, sales representative ,Married,Yes,No,Part Time,,yes
810,Yes,,,,M, laboratory technician ,Single,,Yes,,,yes
811,No,,,,F, sales executive ,,,Yes,Part Time,,no
812,No,travel rarely,,,F, laboratory technician ,,,Yes,Part Time,,no
813,No,,,Medical,M, research scientist ,Married,,No,,,yes
814,No,travel rarely,,Medical,M, research director ,,,,Full Time,,yes
815,No,travel rarely,,Medical,M, human resources ,Divorced,,Yes,Part Time,,yes
816,No,travel rarely,,Medical,M, manufacturing director ,Married,,No,Part Time,,yes
817,No,travel rarely,,,M, laboratory technician ,,,,Part Time,,yes
818,No,travel rarely, Sales ,Other,F, sales executive ,Married,,No,Part Time, sales executive  -  sales ,yes
819,No,,,,M, laboratory technician ,Married,,,Part Time,,yes
820,Yes,travel rarely,,Human Resources,M, human resources ,Divorced,,,,,yes
821,No,non travel,,Human Resources,F, manager ,,,No,Full Time,,no
822,No,,,,M, research scientist ,Married,Yes,No,Part Time,,yes
823,No,,,Medical,F, research scientist ,Single,,,,,yes
824,No,travel frequently,,,F, sales executive ,Single,Yes,No,Part Time,,no
825,Yes,travel rarely,,,F, sales executive ,,Yes,Yes,Part Time,,yes
826,No,, Research & Development ,Medical,M, manufacturing director ,Divorced,,No,Part Time, manufacturing director  -  research & development ,no
827,Yes,travel frequently,,,M, manufacturing director ,,Yes,,Full Time,,no
828,No,, Sales ,Life Sciences,M, sales executive ,,,,Part Time, sales executive  -  sales ,no
829,No,travel rarely,,Technical Degree,F, research scientist ,,Yes,Yes,,,no
830,No,travel rarely, Research & Development ,Technical Degree,F, research scientist ,Divorced,,No,Part Time, research scientist  -  research & development ,yes
831,No,,,Medical,M, research scientist ,,,No,,,yes
832,No,non travel, Research & Development ,Medical,M, research scientist ,,,,Part Time, research scientist  -  research & development ,yes
833,No,, Research & Development ,Medical,M, research scientist ,Married,,No,Part Time, research scientist  -  research & development ,yes
834,No,,,,M, research scientist ,,Yes,,Full Time,,yes
835,No,travel rarely,,Life Sciences,F, research scientist ,Divorced,,,Part Time,,yes
836,No,travel rarely,,,F, laboratory technician ,Single,,,Part Time,,yes
837,No,travel rarely,,Medical,F, research scientist ,,Yes,,Full Time,,yes
838,No,travel rarely,,Medical,F, research scientist ,,Yes,No,,,yes
839,No,, Research & Development ,,M, laboratory technician ,,Yes,,Part Time, laboratory technician  -  research & development ,no
840,No,,,,F, manufacturing director ,Divorced,Yes,No,,,no
841,No,travel frequently,,Medical,F, laboratory technician ,Single,,,Part Time,,yes
842,No,travel frequently,,,M, manufacturing director ,Married,,,Part Time,,no
843,No,,,,M, laboratory technician ,Married,,,Part Time,,yes
844,No,,,Life Sciences,M, research scientist ,,,,Part Time,,no
845,No,,,Life Sciences,M, healthcare representative ,,Yes,No,Part Time,,yes
846,No,,,,M, healthcare representative ,,,No,,,yes
847,Yes,,,Technical Degree,F, research scientist ,,,Yes,,,yes
848,Yes,,,,M, research scientist ,Single,,,Part Time,,no
849,No,,,,F, sales executive ,Married,,,Full Time,,no
850,No,travel rarely, Research & Development ,,F, research scientist ,Married,Yes,,Part Time, research scientist  -  research & development ,yes
851,No,travel rarely,,,F, laboratory technician ,Single,,,Full Time,,yes
852,No,travel rarely, Human Resources ,Medical,M, human resources ,Married,Yes,,Part Time, human resources  -  human resources ,no
853,Yes,,,,M, laboratory technician ,Single,,,,,yes
854,No,,,Medical,F, laboratory technician ,Divorced,,No,Part Time,,no
855,No,non travel,,Marketing,M, sales executive ,,,No,Part Time,,yes
856,No,,,Medical,M, research director ,Divorced,,No,Part Time,,yes
857,No,travel rarely,,Life Sciences,F, research scientist ,Married,,,Full Time,,yes
858,No,,,Life Sciences,M, manufacturing director ,,,,,,yes
859,No,, Research & Development ,,F, research scientist ,Single,,Yes,Part Time, research scientist  -  research & development ,yes
860,No,,,Marketing,M, sales executive ,Divorced,,No,Full Time,,no
861,No,travel rarely,,,F, manufacturing director ,Married,Yes,No,,,no
862,No,,,,M, laboratory technician ,,,No,Part Time,,no
863,No,travel rarely,,,M, research scientist ,Married,,No,,,yes
864,No,travel rarely,,,M, research scientist ,Single,Yes,No,Full Time,,no
865,No,non travel,,Medical,F, research director ,Divorced,Yes,Yes,Part Time,,no
866,No,travel rarely,,Life Sciences,M, healthcare representative ,,,,Part Time,,no
867,Yes,travel rarely,,Medical,M, laboratory technician ,Divorced,,Yes,Part Time,,no
868,No,,,Life Sciences,F, research director ,Single,Yes,Yes,Full Time,,yes
869,No,travel frequently, Sales ,,F, sales representative ,Divorced,,,Part Time, sales representative  -  sales ,yes
870,No,travel frequently,,Medical,M, research scientist ,Married,Yes,,Part Time,,no
871,No,travel rarely, Research & Development ,,M, research scientist ,,,,Part Time, research scientist  -  research & development ,yes
872,No,travel rarely,,Human Resources,M, human resources ,,Yes,No,Full Time,,no
873,No,, Research & Development ,,M, research scientist ,,Yes,,Part Time, research scientist  -  research & development ,yes
874,Yes,,,Medical,M, research scientist ,,,No,Part Time,,no
875,Yes,,,Medical,M, research scientist ,Married,Yes,Yes,,,yes
876,No,travel rarely,,,M, research director ,Married,Yes,,Full Time,,no
877,No,,,Other,M, laboratory technician ,,,No,Full Time,,yes
878,No,,,Medical,M, manufacturing director ,,Yes,No,,,yes
879,No,,,,M, research scientist ,,Yes,,Full Time,,no
880,No,travel rarely, Human Resources ,,M, human resources ,Divorced,Yes,Yes,, human resources  -  human resources ,no
881,No,, Sales ,,F, sales executive ,,,,, sales executive  -  sales ,no
882,Yes,,,,F, sales representative ,Single,,,Part Time,,yes
883,No,travel rarely,,Medical,M, healthcare representative ,,,No,,,yes
884,No,,,,M, sales representative ,Single,,,,,yes
885,No,travel rarely,,Life Sciences,M, research scientist ,,Yes,,Part Time,,yes
886,No,, Research & Development ,,M, research scientist ,,,No,Part Time, research scientist  -  research & development ,no
887,No,travel rarely,,,M, laboratory technician ,,,No,Part Time,,yes
888,No,travel rarely,,Other,M, healthcare representative ,Single,Yes,No,Full Time,,yes
889,No,travel rarely,,,F, research scientist ,Married,,No,Part Time,,yes
890,Yes,non travel,,Marketing,M, sales executive ,,,Yes,Part Time,,yes
891,No,,,Marketing,F, sales executive ,Divorced,,Yes,Part Time,,yes
892,No,,,,F, laboratory technician ,,Yes,No,Part Time,,yes
893,No,,,Medical,M, research director ,Married,Yes,,Full Time,,no
894,No,,,,F, sales executive ,Married,Yes,No,Full Time,,yes
895,No,,,,M, laboratory technician ,,Yes,,,,yes
896,No,travel rarely,,Other,F, healthcare representative ,,,Yes,Part Time,,yes
897,No,travel rarely,,,M, laboratory technician ,Married,Yes,No,Part Time,,no
898,Yes,travel rarely,,Medical,M, laboratory technician ,Married,Yes,No,Part Time,,yes
899,No,,,Life Sciences,M, research scientist ,Married,,No,Part Time,,yes
900,No,travel rarely,,Life Sciences,F, manager ,Married,Yes,No,Full Time,,no
901,Yes,travel frequently,,,F, sales representative ,,,No,Part Time,,yes
902,No,travel rarely,,Life Sciences,F, research scientist ,Divorced,,No,Part Time,,yes
903,No,,,,M, research director ,,,No,Full Time,,yes
904,Yes,,,Technical Degree,F, research scientist ,Married,Yes,No,Part Time,,no
905,No,,,Life Sciences,M, research director ,Married,Yes,No,Full Time,,no
906,No,,,Marketing,F, sales executive ,,Yes,,,,no
907,No,travel rarely, Sales ,Marketing,M, sales representative ,Single,Yes,,Part Time, sales representative  -  sales ,yes
908,Yes,travel frequently, Human Resources ,,F, human resources ,Divorced,,Yes,Part Time, human resources  -  human resources ,no
909,No,,,Other,M, laboratory technician ,Married,,No,Part Time,,yes
910,Yes,, Research & Development ,Technical Degree,M, laboratory technician ,Single,Yes,No,Full Time, laboratory technician  -  research & development ,yes
911,No,travel rarely,,Technical Degree,M, manufacturing director ,Divorced,Yes,No,Part Time,,yes
912,No,travel frequently, Research & Development ,Medical,F, healthcare representative ,Married,,No,, healthcare representative  -  research & development ,yes
913,Yes,, Sales ,Other,M, sales executive ,,,,Part Time, sales executive  -  sales ,yes
914,No,,,Medical,M, sales representative ,,,No,,,no
915,No,travel rarely,,,M, laboratory technician ,Single,Yes,No,Part Time,,no
916,No,,,Life Sciences,F, healthcare representative ,Married,Yes,No,Part Time,,yes
917,No,travel rarely,,,F, manager ,Married,,No,Full Time,,yes
918,No,travel rarely,,,F, human resources ,,,No,Part Time,,yes
919,No,, Sales ,,F, sales representative ,,,Yes,Part Time, sales representative  -  sales ,yes
920,No,,,Technical Degree,M, sales representative ,,,,Full Time,,yes
921,No,travel rarely,,,M, manager ,,Yes,,,,yes
922,No,travel rarely,,Medical,M, research scientist ,Married,Yes,,Part Time,,yes
923,No,travel rarely,,,F, laboratory technician ,,Yes,Yes,,,no
924,No,,,Medical,M, manufacturing director ,,Yes,Yes,Full Time,,yes
925,No,,,Medical,M, research scientist ,Single,Yes,,Part Time,,yes
926,No,travel rarely,,,M, research scientist ,,,,Part Time,,no
927,No,,,Life Sciences,M, sales executive ,,,No,Part Time,,no
928,No,,,,M, sales executive ,,Yes,,Full Time,,yes
929,Yes,travel rarely,,Life Sciences,F, sales executive ,Single,,No,Part Time,,yes
930,No,travel rarely,,,M, sales executive ,Single,Yes,No,Full Time,,no
931,No,,,Marketing,M, sales representative ,Married,,No,Part Time,,yes
932,No,non travel,,,M, laboratory technician ,Single,,,Full Time,,no
933,No,travel frequently,,,F, sales executive ,Divorced,Yes,Yes,Full Time,,yes
934,Yes,,,,M, research scientist ,Divorced,,,Part Time,,yes
935,No,travel frequently,,Life Sciences,M, sales executive ,Married,Yes,,Part Time,,yes
936,No,,,,F, research scientist ,Single,,,Part Time,,no
937,No,, Sales ,,M, sales representative ,,Yes,No,, sales representative  -  sales ,no
938,No,,,,M, laboratory technician ,Single,Yes,,Part Time,,no
939,No,travel rarely, Research & Development ,Medical,M, research scientist ,Single,Yes,,Part Time, research scientist  -  research & development ,no
940,Yes,,,Medical,M, manager ,,,Yes,,,no
941,No,travel frequently,,Life Sciences,F, laboratory technician ,,,No,Part Time,,yes
942,No,travel rarely,,,F, research scientist ,Single,,No,,,no
943,No,,,Marketing,M, sales executive ,Married,Yes,,Part Time,,yes
944,No,travel rarely,,,F, sales representative ,,,No,,,yes
945,No,travel rarely,,,M, laboratory technician ,Married,Yes,No,Part Time,,yes
946,No,,,,F, sales executive ,,Yes,No,,,yes
947,No,travel rarely, Research & Development ,Life Sciences,F, laboratory technician ,,Yes,,Part Time, laboratory technician  -  research & development ,yes
948,Yes,travel rarely,,Marketing,F, sales executive ,Single,Yes,,Part Time,,no
949,No,travel rarely, Research & Development ,,F, research scientist ,Single,Yes,No,Part Time, research scientist  -  research & development ,no
950,Yes,,,,M, research scientist ,Single,Yes,No,Full Time,,yes
951,No,travel rarely,,Human Resources,M, human resources ,Married,Yes,,Part Time,,yes
952,No,travel frequently, Research & Development ,,F, research scientist ,Single,,No,Part Time, research scientist  -  research & development ,yes
953,No,,,,M, human resources ,,,,,,no
954,No,travel rarely,,,M, healthcare representative ,Single,Yes,,Full Time,,yes
955,No,,,Life Sciences,M, sales executive ,Divorced,,,Part Time,,yes
956,No,,,,F, sales executive ,Married,Yes,Yes,Full Time,,no
957,No,,,Life Sciences,M, manufacturing director ,,,,Part Time,,no
958,No,travel rarely,,Life Sciences,M, laboratory technician ,,,Yes,Part Time,,no
959,Yes,travel frequently,,Life Sciences,F, research scientist ,Divorced,Yes,,Part Time,,yes
960,No,,,,M, sales executive ,,Yes,No,Part Time,,no
961,No,travel rarely,,Technical Degree,F, research scientist ,,,No,,,no
962,No,non travel,,Life Sciences,M, laboratory technician ,,,,Part Time,,no
963,No,travel rarely, Sales ,Marketing,M, sales representative ,,,,Full Time, sales representative  -  sales ,yes
964,Yes,travel rarely,,Medical,F, sales representative ,,Yes,Yes,Part Time,,no
965,No,travel frequently,,Life Sciences,F, healthcare representative ,Married,Yes,,,,yes
966,No,travel rarely,,Medical,M, sales executive ,Single,,,Part Time,,no
967,Yes,travel rarely,,,F, sales representative ,Single,Yes,,Part Time,,yes
968,No,,,Life Sciences,F, sales representative ,Single,,Yes,,,yes
969,Yes,travel rarely,,Life Sciences,F, manufacturing director ,Married,Yes,Yes,Part Time,,yes
970,No,,,Medical,F, research scientist ,Divorced,,No,Part Time,,yes
971,Yes,, Research & Development ,Medical,M, laboratory technician ,Married,,,Part Time, laboratory technician  -  research & development ,yes
972,No,travel rarely, Research & Development ,,M, research scientist ,Single,Yes,,Part Time, research scientist  -  research & development ,no
973,No,travel rarely, Research & Development ,Other,M, research scientist ,Single,Yes,,Part Time, research scientist  -  research & development ,yes
974,No,travel rarely,,,F, sales executive ,,,,,,yes
975,Yes,,,Medical,M, research scientist ,Single,,Yes,Part Time,,no
976,No,travel rarely,,Life Sciences,F, research scientist ,Single,Yes,,Full Time,,no
977,No,,,,F, laboratory technician ,,Yes,No,Part Time,,no
978,Yes,travel rarely,,,F, research scientist ,Married,Yes,,Part Time,,yes
979,No,,,Medical,F, manufacturing director ,Divorced,Yes,No,Part Time,,no
980,Yes,travel rarely, Research & Development ,Other,M, laboratory technician ,Divorced,Yes,Yes,Part Time, laboratory technician  -  research & development ,no
981,Yes,,,,F, laboratory technician ,,,,Part Time,,yes
982,No,travel rarely, Research & Development ,,M, healthcare representative ,,Yes,No,, healthcare representative  -  research & development ,yes
983,No,travel rarely,,Medical,F, manufacturing director ,,Yes,,,,no
984,No,, Research & Development ,,F, manufacturing director ,,Yes,,Part Time, manufacturing director  -  research & development ,yes
985,No,travel rarely, Research & Development ,Other,M, laboratory technician ,,,No,Full Time, laboratory technician  -  research & development ,no
986,Yes,non travel,,Medical,M, sales executive ,Single,Yes,No,Part Time,,yes
987,No,non travel, Sales ,Life Sciences,F, sales representative ,,Yes,,Part Time, sales representative  -  sales ,no
988,Yes,,,Life Sciences,M, research scientist ,Married,Yes,,Part Time,,yes
989,No,travel frequently,,,M, research scientist ,,Yes,No,,,no
990,No,,,Medical,M, research director ,,,No,Full Time,,yes
991,Yes,,,Marketing,F, sales representative ,Single,Yes,Yes,Part Time,,yes
992,No,,,Other,M, manufacturing director ,,,,,,no
993,No,non travel,,,M, laboratory technician ,Married,,,Part Time,,no
994,No,,,,M, manufacturing director ,Married,,No,Part Time,,yes
995,No,travel rarely,,Life Sciences,M, healthcare representative ,,,No,,,yes
996,No,,,Life Sciences,M, laboratory technician ,,,No,,,yes
997,No,,,Life Sciences,M, healthcare representative ,,Yes,No,,,yes
998,Yes,,,Medical,M, research scientist ,Single,,Yes,Part Time,,no
999,No,,,Life Sciences,F, sales executive ,Married,Yes,No,Part Time,,no
1000,No,,,,F, research scientist ,Single,Yes,Yes,Part Time,,yes
1001,No,travel frequently,,,M, sales representative ,Married,,No,,,yes
1002,No,,,Marketing,M, sales executive ,Divorced,,,,,yes
1003,No,,,,M, manufacturing director ,Single,,No,,,yes
1004,Yes,,,,F, sales executive ,Single,,,Full Time,,no
1005,Yes,, Research & Development ,Medical,M, laboratory technician ,,,No,Part Time, laboratory technician  -  research & development ,yes
1006,No,travel rarely,,,F, healthcare representative ,,Yes,No,Full Time,,yes
1007,No,travel rarely,,,M, research scientist ,Married,Yes,No,Part Time,,yes
1008,No,travel frequently,,Other,M, laboratory technician ,Married,,,Part Time,,yes
1009,No,,,,F, manager ,Divorced,Yes,No,Full Time,,yes
1010,No,, Research & Development ,Medical,F, research scientist ,,,Yes,Part Time, research scientist  -  research & development ,yes
1011,No,travel rarely,,,M, laboratory technician ,Single,,,Part Time,,yes
1012,No,travel frequently,,,F, manager ,,,No,Full Time,,yes
1013,No,,,Life Sciences,M, research director ,,Yes,,Full Time,,yes
1014,No,,,Other,F, laboratory technician ,Married,Yes,No,Part Time,,yes
1015,No,,,,F, sales executive ,Married,,,Part Time,,no
1016,No,,,Life Sciences,F, research scientist ,Divorced,Yes,No,Full Time,,yes
1017,Yes,travel frequently,,,F, laboratory technician ,,,,,,yes
1018,No,travel rarely,,Marketing,F, sales executive ,,,,Part Time,,yes
1019,No,,,Medical,M, laboratory technician ,Single,,Yes,Part Time,,no
1020,No,travel rarely,,Life Sciences,M, research scientist ,Married,,Yes,Part Time,,no
1021,No,travel frequently,,Life Sciences,M, laboratory technician ,Married,,,Full Time,,no
1022,No,travel rarely,,Technical Degree,M, research scientist ,Single,Yes,,Part Time,,no
1023,No,, Research & Development ,Medical,F, research scientist ,Single,Yes,,Part Time, research scientist  -  research & development ,no
1024,No,,,Life Sciences,M, research scientist ,,Yes,,Part Time,,yes
1025,Yes,,,Medical,M, research scientist ,Single,Yes,,Full Time,,no
1026,No,travel rarely,,Technical Degree,F, laboratory technician ,Married,Yes,No,,,yes
1027,No,,,Life Sciences,F, research director ,,,,Full Time,,yes
1028,No,,,Medical,M, sales executive ,Single,,No,Part Time,,yes
1029,Yes,,,,F, sales representative ,,,Yes,Part Time,,no
1030,Yes,,,Life Sciences,M, laboratory technician ,,Yes,No,,,yes
1031,No,non travel, Research & Development ,,M, research scientist ,Divorced,,No,, research scientist  -  research & development ,yes
1032,No,travel rarely, Research & Development ,Medical,M, laboratory technician ,Married,,,Part Time, laboratory technician  -  research & development ,no
1033,No,travel rarely,,Life Sciences,M, laboratory technician ,,Yes,No,Part Time,,yes
1034,No,travel rarely,,Technical Degree,F, manufacturing director ,,,No,Full Time,,yes
1035,No,travel frequently,,Life Sciences,M, sales executive ,Single,Yes,No,Part Time,,no
1036,Yes,,,Marketing,F, sales executive ,Married,Yes,,Part Time,,yes
1037,No,,,,M, research scientist ,Divorced,Yes,No,Part Time,,yes
1038,Yes,,,,M, manufacturing director ,Married,,,Part Time,,yes
1039,No,,,,M, sales executive ,,,,,,yes
1040,No,,,,F, research scientist ,,,,Full Time,,no
1041,No,,,Marketing,M, sales executive ,Married,,Yes,Part Time,,yes
1042,No,travel rarely,,Life Sciences,M, sales executive ,Married,Yes,No,,,no
1043,No,,,Marketing,F, sales executive ,Married,,Yes,Full Time,,yes
1044,Yes,travel rarely,,Life Sciences,F, research scientist ,Single,Yes,Yes,Part Time,,yes
1045,No,,,Medical,F, laboratory technician ,Single,,No,Full Time,,yes
1046,No,travel frequently,,Life Sciences,M, manufacturing director ,,Yes,No,Part Time,,yes
1047,No,,,,M, laboratory technician ,,Yes,No,Full Time,,yes
1048,No,,,Marketing,F, sales executive ,Divorced,,No,Part Time,,yes
1049,No,, Research & Development ,Life Sciences,F, research director ,,,No,Full Time, research director  -  research & development ,yes
1050,No,,,Marketing,F, sales executive ,,,No,,,no
1051,Yes,travel rarely,,,M, sales representative ,,,No,Full Time,,yes
1052,No,,,Life Sciences,F, research scientist ,,,,Part Time,,yes
1053,No,,,Medical,M, research scientist ,,,,Part Time,,yes
1054,No,travel rarely,,,F, human resources ,,Yes,No,Part Time,,yes
1055,Yes,travel frequently, Research & Development ,Life Sciences,M, laboratory technician ,,Yes,,Part Time, laboratory technician  -  research & development ,yes
1056,No,, Sales ,Marketing,M, sales executive ,Divorced,Yes,No,, sales executive  -  sales ,no
1057,Yes,,,,F, human resources ,Married,,No,,,no
1058,No,,,Life Sciences,M, laboratory technician ,Single,Yes,,,,no
1059,No,travel rarely, Research & Development ,,M, healthcare representative ,Married,Yes,No,Full Time, healthcare representative  -  research & development ,yes
1060,No,,,Life Sciences,M, research scientist ,,Yes,,Full Time,,no
1061,Yes,,,,M, sales representative ,Married,,,Full Time,,no
1062,No,travel frequently, Research & Development ,,M, manufacturing director ,Single,Yes,,, manufacturing director  -  research & development ,yes
1063,No,travel rarely,,Life Sciences,M, healthcare representative ,Married,,,Part Time,,yes
1064,No,travel frequently,,Life Sciences,M, sales executive ,Single,,,Part Time,,yes
1065,No,travel rarely,,Medical,F, laboratory technician ,,,,Part Time,,yes
1066,No,travel frequently,,Life Sciences,F, laboratory technician ,,,No,Full Time,,no
1067,No,,,,M, manager ,,,,Full Time,,yes
1068,Yes,travel frequently,,Life Sciences,F, research scientist ,,Yes,No,Part Time,,yes
1069,No,,,Life Sciences,M, healthcare representative ,Divorced,Yes,,,,no
1070,No,travel rarely,,Life Sciences,M, sales representative ,,Yes,Yes,Part Time,,no
1071,No,,,Life Sciences,M, sales executive ,,Yes,No,Full Time,,no
1072,No,, Sales ,,M, sales executive ,,Yes,,, sales executive  -  sales ,yes
1073,Yes,travel rarely,,Medical,M, manufacturing director ,Married,,,,,no
1074,No,travel rarely, Research & Development ,,F, research scientist ,Married,,,Part Time, research scientist  -  research & development ,yes
1075,No,, Research & Development ,,M, research scientist ,,Yes,No,Part Time, research scientist  -  research & development ,yes
1076,No,travel rarely,,Life Sciences,F, sales executive ,Single,Yes,No,Part Time,,no
1077,No,travel rarely,,,F, healthcare representative ,Single,,Yes,Part Time,,yes
1078,No,,,,M, research scientist ,Married,,No,,,yes
1079,No,,,,M, laboratory technician ,,,Yes,Part Time,,no
1080,No,travel frequently,,,M, healthcare representative ,,,No,Part Time,,no
1081,No,non travel,,Other,F, research scientist ,Married,Yes,,,,yes
1082,No,,,,F, research scientist ,Married,Yes,No,Full Time,,yes
1083,No,travel frequently,,,M, sales executive ,Single,,,,,no
1084,No,travel rarely,,Life Sciences,F, manufacturing director ,Married,,Yes,Part Time,,yes
1085,No,,,Medical,M, research scientist ,Single,Yes,No,Full Time,,no
1086,No,,,,F, manager ,Married,Yes,No,Full Time,,no
1087,No,,,Medical,F, manufacturing director ,,Yes,No,Part Time,,yes
1088,No,,,,F, manufacturing director ,,,,Part Time,,yes
1089,No,travel frequently,,,M, manager ,,Yes,No,Full Time,,yes
1090,Yes,,,Medical,M, sales executive ,,Yes,Yes,Part Time,,no
