,employeenumber,monthlyincome,monthlyrate,percentsalaryhike,salary
1321,1322,4492.84,1168.14,11,53914.11
1322,1323,2342.59,609.08,13,28111.08
1323,1324,4267.5,1109.55,14,51210.0
1324,1325,2342.59,609.08,21,28111.08
1325,1326,2245.0,583.7,11,26940.0
1326,1327,2342.59,609.08,11,28111.13
1327,1328,4245.0,1103.7,14,50940.0
1328,1329,4492.84,1168.14,24,53914.11
1329,1330,1895.0,492.7,14,22740.0
1330,1331,2342.59,609.08,11,28111.13
1331,1332,4492.84,1168.14,19,53914.11
1332,1333,1928.33,501.37,12,23140.0
1333,1334,12783.92,3323.82,14,153407.07
1334,1335,8339.32,2168.22,13,100071.84
1335,1336,2342.59,609.08,24,28111.13
1336,1337,1983.33,515.67,14,23800.0
1337,1338,4492.84,1168.14,21,53914.11
1338,1339,2342.59,609.08,19,28111.13
1339,1340,1673.33,435.07,14,20080.0
1340,1341,8793.33,2286.27,13,105520.0
1341,1342,1882.5,489.45,17,22590.0
1342,1343,2342.59,609.08,20,28111.13
1343,1344,2010.83,522.82,18,24130.0
1344,1345,8339.32,2168.22,12,100071.84
1345,1346,1767.5,459.55,13,21210.0
1346,1347,2342.59,609.08,19,28111.13
1347,1348,4492.84,1168.14,14,53914.11
1348,1349,2065.83,537.12,24,24790.0
1349,1350,10995.0,2858.7,16,131940.0
1350,1351,2342.59,609.08,20,28111.13
1351,1352,3469.17,901.98,17,41630.04
1352,1353,2342.59,609.08,15,28111.13
1353,1354,2166.67,563.33,15,26000.0
1354,1355,15252.5,3965.65,13,183030.0
1355,1356,1983.33,515.67,18,23799.96
1356,1357,3980.83,1035.02,15,47770.0
1357,1358,4492.84,1168.14,12,53914.08
1358,1359,4492.84,1168.14,14,53914.11
1359,1360,87667.0,227.93,22,10520.0
1360,1361,8339.32,2168.22,13,100071.84
1361,1362,2342.59,609.08,13,28111.13
1362,1363,2050.83,533.22,12,24610.0
1363,1364,4492.84,1168.14,14,53914.11
1364,1365,2163.33,562.47,15,25960.0
1365,1366,3940.0,1024.4,14,47280.0
1366,1367,2342.59,609.08,17,28111.13
1367,1368,6125.83,1592.72,16,73510.0
1368,1369,4492.84,1168.14,19,53914.11
1369,1370,2342.59,609.08,12,28111.13
1370,1371,3971.67,1032.63,11,47660.0
1371,1372,1881.67,489.23,12,22580.0
1372,1373,2355.83,612.52,12,28270.0
1373,1374,2377.5,618.15,11,28530.0
1374,1375,1908.33,496.17,13,22900.0
1375,1376,1755.83,456.52,17,21070.0
1376,1377,4492.84,1168.14,12,53914.11
1377,1378,1841.67,478.83,13,22100.0
1378,1379,10992.5,2858.05,17,131910.0
1379,1380,15943.72,4145.37,13,191324.62
1380,1381,2342.59,609.08,11,28111.08
1381,1382,4492.84,1168.14,11,53914.11
1382,1383,15220.83,3957.42,12,182650.0
1383,1384,2342.59,609.08,17,28111.13
1384,1385,2342.59,609.08,12,28111.13
1385,1386,2342.59,609.08,22,28111.13
1386,1387,93167.0,242.23,14,1118004.0
1387,1388,1976.67,513.93,16,23720.0
1388,1389,2365.0,614.9,14,28380.0
1389,1390,15050.83,3913.22,22,180610.0
1390,1391,2342.59,609.08,14,28111.13
1391,1392,1342.5,349.05,15,16110.0
1392,1393,2342.59,609.08,14,28111.13
1393,1394,2342.59,609.08,12,28111.13
1394,1395,2342.59,609.08,12,28111.13
1395,1396,2342.59,609.08,14,28111.13
1396,1397,2342.59,609.08,23,28111.13
1397,1398,3973.33,1033.07,12,47680.0
1398,1399,1061.67,276.03,13,12740.0
1399,1400,2003.33,520.87,13,24040.0
1400,1401,2342.59,609.08,11,28111.13
1401,1402,1694.17,440.48,13,20330.0
1402,1403,2134.17,554.88,11,25610.0
1403,1404,1302.5,338.65,14,15630.0
1404,1405,5323.33,1384.07,17,63879.96
1405,1406,6980.0,1814.8,18,83760.0
1406,1407,4034.17,1048.88,14,48410.0
1407,1408,2342.59,609.08,18,28111.13
1408,1409,2342.59,609.08,19,28111.13
1409,1410,1728.33,449.37,12,20739.96
1410,1411,2476.67,643.93,13,29720.0
1411,1412,2342.59,609.08,21,28111.13
1412,1413,5679.17,1476.58,13,68150.0
1413,1414,15943.72,4145.37,16,191324.62
1414,1415,15943.72,4145.37,22,191324.62
1415,1416,2241.67,582.83,18,26900.04
1416,1417,14639.17,3806.18,15,175670.0
1417,1418,1307.5,339.95,12,15690.0
1418,1419,3489.17,907.18,13,41870.0
1419,1420,4492.84,1168.14,11,53914.11
1420,1421,8339.32,2168.22,16,100071.84
1421,1422,2755.0,716.3,19,33060.0
1422,1423,1160.83,301.82,12,13930.0
1423,1424,9069.17,2357.98,20,108830.0
1424,1425,2342.59,609.08,11,28111.08
1425,1426,4492.84,1168.14,16,53914.11
1426,1427,2385.0,620.1,12,28620.0
1427,1428,4492.84,1168.14,11,53914.11
1428,1429,5612.5,1459.25,15,67350.0
1429,1430,8130.0,2113.8,21,97560.0
1430,1431,2342.59,609.08,14,28111.13
1431,1432,8339.32,2168.22,20,100071.84
1432,1433,8339.32,2168.22,13,100071.84
1433,1434,2342.59,609.08,13,28111.13
1434,1435,4411.67,1147.03,16,52940.0
1435,1436,4492.84,1168.14,16,53914.11
1436,1437,2030.83,528.02,16,24370.0
1437,1438,15943.72,4145.37,12,191324.62
1438,1439,2342.59,609.08,13,28111.08
1439,1440,2342.59,609.08,17,28111.13
1440,1441,3392.5,882.05,13,40710.0
1441,1442,4492.84,1168.14,18,53914.11
1442,1443,2342.59,609.08,16,28111.08
1443,1444,2463.33,640.47,17,29560.0
1444,1445,4492.84,1168.14,22,53914.11
1445,1446,3873.33,1007.07,13,46480.0
1446,1447,4492.84,1168.14,17,53914.11
1447,1448,2342.59,609.08,13,28111.13
1448,1449,2336.67,607.53,11,28040.0
1449,1450,2032.5,528.45,24,24390.0
1450,1451,2380.0,618.8,19,28560.0
1451,1452,2342.59,609.08,13,28111.08
1452,1453,2342.59,609.08,23,28111.08
1453,1454,2444.17,635.48,13,29330.0
1454,1455,4492.84,1168.14,15,53914.11
1455,1456,909.17,236.38,17,10910.0
1456,1457,4492.84,1168.14,11,53914.11
1457,1458,4492.84,1168.14,16,53914.11
1458,1459,4292.5,1116.05,25,51510.0
1459,1460,12783.92,3323.82,13,153407.07
1460,1461,4492.84,1168.14,12,53914.11
1461,1462,2385.83,620.32,12,28630.0
1462,1463,2381.67,619.23,14,28580.04
1463,1464,4492.84,1168.14,24,53914.11
1464,1465,94083.0,244.62,11,11290.0
1465,1466,2342.59,609.08,14,28111.13
1466,1467,2342.59,609.08,19,28111.13
1467,1468,16192.5,4210.05,13,194310.0
1468,1469,2342.59,609.08,19,28111.08
1469,1470,8339.32,2168.22,16,100071.84
1470,1471,1923.33,500.07,25,23080.0
1471,1472,1786.67,464.53,14,21440.0
1472,1473,4477.5,1164.15,12,53730.0
1473,1474,8339.32,2168.22,12,100071.84
1474,1475,8339.32,2168.22,12,100071.84
1475,1476,8339.32,2168.22,14,100071.84
1476,1477,15870.83,4126.42,14,190450.0
1477,1478,13345.83,3469.92,19,160150.0
1478,1479,8010.83,2082.82,17,96129.96
1479,1480,9591.67,2493.83,14,115100.0
1480,1481,12783.92,3323.82,11,153407.04
1481,1482,3588.33,932.97,12,43060.0
1482,1483,14205.0,3693.3,15,170460.0
1483,1484,2342.59,609.08,19,28111.13
1484,1485,1701.67,442.43,14,20420.04
1485,1486,2350.83,611.22,16,28210.0
1486,1487,15943.72,4145.37,17,191324.62
1487,1488,1725.0,448.5,11,20700.0
1488,1489,2325.83,604.72,12,27910.0
1489,1490,4492.84,1168.14,11,53914.11
1490,1491,4492.84,1168.14,11,53914.11
1491,1492,6853.33,1781.87,17,82240.0
1492,1493,2175.0,565.5,12,26100.0
1493,1494,4775.83,1241.72,13,57310.0
1494,1495,2115.83,550.12,13,25389.96
1495,1496,1980.0,514.8,13,23760.0
1496,1497,15943.72,4145.37,13,191324.62
1497,1498,2342.59,609.08,19,28111.13
1498,1499,2949.17,766.78,13,35390.0
1499,1500,4556.67,1184.73,14,54680.0
1500,1501,4844.17,1259.48,18,58130.0
1501,1502,4492.84,1168.14,14,53914.11
1502,1503,8055.83,2094.52,14,96670.0
1503,1504,4492.84,1168.14,22,53914.11
1504,1505,4295.0,1116.7,22,51540.0
1505,1506,4729.17,1229.58,20,56750.04
1506,1507,6095.0,1584.7,21,73140.0
1507,1508,12783.92,3323.82,11,153407.07
1508,1509,4492.84,1168.14,14,53914.11
1509,1510,8339.32,2168.22,13,100071.84
1510,1511,2342.59,609.08,18,28111.13
1511,1512,4492.84,1168.14,12,53914.11
1512,1513,2342.59,609.08,12,28111.13
1513,1514,5341.67,1388.83,12,64100.0
1514,1515,2342.59,609.08,18,28111.13
1515,1516,4117.5,1070.55,15,49410.0
1516,1517,2342.59,609.08,13,28111.13
1517,1518,15943.72,4145.37,11,191324.62
1518,1519,3319.17,862.98,17,39830.0
1519,1520,5289.17,1375.18,16,63470.0
1520,1521,2420.0,629.2,12,29040.0
1521,1522,2246.67,584.13,11,26960.0
1522,1523,4492.84,1168.14,12,53914.11
1523,1524,1811.67,471.03,11,21740.0
1524,1525,5629.17,1463.58,11,67550.0
1525,1526,2342.59,609.08,24,28111.13
1526,1527,2214.17,575.68,16,26570.0
1527,1528,2342.59,609.08,16,28111.13
1528,1529,2342.59,609.08,11,28111.13
1529,1530,9137.5,2375.75,24,109650.0
1530,1531,2119.17,550.98,13,25430.04
1531,1532,4420.0,1149.2,13,53040.0
1532,1533,4492.84,1168.14,12,53914.11
1533,1534,2342.59,609.08,16,28111.13
1534,1535,16171.67,4204.63,11,194060.04
1535,1536,5448.33,1416.57,15,65380.0
1536,1537,1881.67,489.23,20,22580.0
1537,1538,4492.84,1168.14,14,53914.08
1538,1539,1848.33,480.57,12,22179.96
1539,1540,2342.59,609.08,13,28111.13
1540,1541,2211.67,575.03,21,26540.0
1541,1542,12783.92,3323.82,14,153407.07
1542,1543,8339.32,2168.22,12,100071.84
1543,1544,8339.32,2168.22,18,100071.84
1544,1545,4492.84,1168.14,18,53914.11
1545,1546,4492.84,1168.14,19,53914.08
1546,1547,4856.67,1262.73,12,58280.0
1547,1548,4492.84,1168.14,11,53914.11
1548,1549,2045.83,531.92,19,24550.0
1549,1550,4492.84,1168.14,12,53914.08
1550,1551,4212.5,1095.25,16,50550.0
1551,1552,3901.67,1014.43,14,46820.04
1552,1553,4380.83,1139.02,11,52569.96
1553,1554,1765.83,459.12,11,21189.96
1554,1555,4492.84,1168.14,18,53914.11
1555,1556,4492.84,1168.14,14,53914.08
1556,1557,4978.33,1294.37,13,59740.0
1557,1558,4492.84,1168.14,17,53914.11
1558,1559,2342.59,609.08,13,28111.13
1559,1560,4492.84,1168.14,18,53914.11
1560,1561,4492.84,1168.14,11,53914.11
1561,1562,2528.33,657.37,12,30340.0
1562,1563,11010.0,2862.6,11,132120.0
1563,1564,6993.33,1818.27,16,83920.0
1564,1565,4492.84,1168.14,14,53914.08
1565,1566,2342.59,609.08,14,28111.13
1566,1567,8339.32,2168.22,12,100071.84
1567,1568,3375.83,877.72,14,40510.0
1568,1569,4004.17,1041.08,19,48050.0
1569,1570,2284.17,593.88,11,27410.0
1570,1571,4492.84,1168.14,17,53914.11
1571,1572,4447.5,1156.35,12,53370.0
1572,1573,4492.84,1168.14,22,53914.11
1573,1574,4492.84,1168.14,13,53914.11
1574,1575,4492.84,1168.14,20,53914.11
1575,1576,7861.67,2044.03,15,94340.0
1576,1577,8339.32,2168.22,15,100071.84
1577,1578,4492.84,1168.14,20,53914.11
1578,1579,2342.59,609.08,18,28111.08
1579,1580,8339.32,2168.22,14,100071.84
1580,1581,4492.84,1168.14,11,53914.11
1581,1582,4496.67,1169.13,12,53960.04
1582,1583,4492.84,1168.14,13,53914.11
1583,1584,8339.32,2168.22,11,100071.84
1584,1585,9299.17,2417.78,15,111590.0
1585,1586,4133.33,1074.67,12,49600.0
1586,1587,7327.5,1905.15,21,87930.0
1587,1588,15990.83,4157.62,12,191890.0
1588,1589,1846.67,480.13,13,22160.0
1589,1590,9760.83,2537.82,14,117130.0
1590,1591,4420.0,1149.2,23,53040.0
1591,1592,9252.5,2405.65,11,111030.0
1592,1593,5526.67,1436.93,13,66320.0
1593,1594,6322.5,1643.85,15,75870.0
1594,1595,3612.5,939.25,12,43350.0
1595,1596,4983.33,1295.67,12,59800.0
1596,1597,3536.67,919.53,24,42440.0
1597,1598,15943.72,4145.37,13,191324.62
1598,1599,4356.67,1132.73,15,52280.0
1599,1600,2250.0,585.0,24,27000.0
1600,1601,4492.84,1168.14,16,53914.08
1601,1602,4492.84,1168.14,20,53914.11
1602,1603,1971.67,512.63,14,23660.0
1603,1604,2342.59,609.08,13,28111.13
1604,1605,2342.59,609.08,13,28111.13
1605,1606,1940.83,504.62,15,23290.0
1606,1607,3578.33,930.37,12,42940.0
1607,1608,4492.84,1168.14,11,53914.11
1608,1609,5604.17,1457.08,12,67250.0
1609,1610,8604.17,2237.08,11,103250.0
1610,1611,3705.83,963.52,12,44470.0
1611,1612,8339.32,2168.22,18,100071.84
1612,1613,4492.84,1168.14,13,53914.11
1613,1614,9037.5,2349.75,13,108450.0
