,attrition,businesstravel,department,educationfield,gender,jobrole,maritalstatus,over18,overtime,standardhours,roledepartament,remotework
575,No,non-travel, Research & Development ,Medical,0, maNuFAcTUring DIrecToR ,,Y,,Part Time, maNuFAcTUring DIrecToR  -  Research & Development ,Yes
576,Yes,,,,0, LaBoRatorY teCHNiciaN ,Married,,Yes,,,False
577,Yes,,,,0, laboraTORy teChnICiaN ,,Y,No,Part Time,,Yes
578,No,,,,0, sALes EXECUTiVE ,,,No,,,1
579,No,, Research & Development ,,0, ResEARCh DIRECtoR ,Divorced,,No,, ResEARCh DIRECtoR  -  Research & Development ,False
580,No,travel_frequently,,,1, SAlEs ExecuTIVE ,Married,,,Full Time,,True
581,No,,,,0, saleS eXEcuTiVe ,,,Yes,,,1
582,No,non-travel,,Marketing,0, sales exEcutIVe ,,Y,Yes,,,Yes
583,No,travel_rarely,,,0, MAnUFacTuRING DIREctOR ,Single,,Yes,Part Time,,Yes
584,No,travel_rarely,,Medical,1, lAboRaTOrY tEcHNiciaN ,,,No,Part Time,,True
585,Yes,,,,0, sAles EXECUtIvE ,,Y,Yes,Full Time,,1
586,No,,,,1, manaGER ,Single,Y,Yes,Full Time,,False
587,Yes,travel_frequently,,,0, REsearCH SCiEntist ,,,,Full Time,,1
588,No,travel_rarely,,Marketing,1, saLes eXeCuTIvE ,Divorced,Y,,Part Time,,1
589,No,, Sales ,,1, SaLes exECutIVe ,Single,Y,Yes,Part Time, SaLes exECutIVe  -  Sales ,False
590,No,,,,1, SalEs EXECuTIVe ,Single,,No,Part Time,,True
591,No,travel_rarely,,,0, mAnuFActUriNG DIRECTOR ,Married,Y,,Part Time,,0
592,No,travel_frequently,,,1, reSEaRch sCIeNtisT ,,,No,Part Time,,0
593,No,travel_rarely,,Life Sciences,1, maNUfaCTURING DIrECToR ,,,No,,,1
594,No,travel_rarely,,Life Sciences,0, lABOrAToRy tEchNicIAN ,Single,,No,Full Time,,0
595,No,travel_rarely,,,0, mAnageR ,Divorced,Y,,Part Time,,Yes
596,No,travel_rarely, Sales ,,1, SAleS eXecuTIVe ,Single,Y,,Part Time, SAleS eXecuTIVe  -  Sales ,1
597,No,,,,0, SaLEs REpResENTATive ,,Y,,,,Yes
598,No,travel_rarely,,,1, rEsEaRch scIenTist ,Married,Y,,Full Time,,0
599,Yes,,,Life Sciences,1, sALeS eXECuTiVe ,,Y,Yes,Part Time,,False
600,No,travel_frequently,,Life Sciences,0, ResEARcH ScIeNtISt ,Divorced,Y,No,Part Time,,True
601,No,,,Marketing,0, SaLEs EXECuTIve ,Divorced,,Yes,Full Time,,False
602,No,travel_rarely,,Life Sciences,0, HuMan reSOurces ,,,,,,1
603,No,,,,0, research sCiENtIst ,,,,Part Time,,Yes
604,No,travel_frequently,,Medical,1, saLEs REpReseNTative ,Married,,,Full Time,,False
605,No,travel_rarely,,Life Sciences,1, HUmAN RESOURCeS ,,Y,No,Part Time,,False
606,No,,,,1, sALEs EXecutIVE ,,,,Part Time,,1
607,No,travel_rarely,,,0, SAles ExecutIve ,,,No,Part Time,,0
608,No,,,Medical,0, rEseArCh DiREctOR ,Divorced,Y,No,Full Time,,1
609,No,travel_rarely, Sales ,,0, manAGER ,,,Yes,, manAGER  -  Sales ,True
610,No,,,Life Sciences,1, sALES ExeCutiVe ,Married,Y,No,Part Time,,Yes
611,No,,,Medical,1, ReseARch ScIenTIST ,Married,,No,Part Time,,0
612,No,,,,0, ManAGER ,Single,Y,No,Full Time,,1
613,No,, Research & Development ,Life Sciences,0, LaBOrATORy teCHnIciaN ,Single,,No,Part Time, LaBOrATORy teCHnIciaN  -  Research & Development ,0
614,No,travel_rarely,,Technical Degree,0, HUMaN RESoUrCES ,,Y,No,Full Time,,1
615,No,travel_rarely, Sales ,Marketing,0, SAlES ExecuTIVe ,Single,,No,, SAlES ExecuTIVe  -  Sales ,False
616,Yes,,,,0, RESEArCH scientiSt ,Single,,Yes,Full Time,,0
617,No,travel_rarely,,,1, reSEARCH ScieNtisT ,Married,Y,Yes,Part Time,,0
618,No,,,Human Resources,0, HUMaN ReSOUrCEs ,,Y,No,,,True
619,No,travel_frequently,,,1, ManUFAcTURinG dIrEcTor ,,,No,Part Time,,False
620,No,, Sales ,,1, MaNAgeR ,Married,Y,,, MaNAgeR  -  Sales ,1
621,No,non-travel,,Medical,1, maNuFaCTuriNg dirECTor ,Single,,Yes,Part Time,,True
622,Yes,travel_rarely,,Life Sciences,0, labORatoRY TeChNiCIAN ,,,,Part Time,,True
623,Yes,,,,0, saleS EXecuTiVE ,Single,Y,Yes,Part Time,,1
624,No,non-travel,,,1, reSEaRCH sCIentisT ,Divorced,Y,No,Part Time,,1
625,No,travel_rarely, Sales ,,0, salES exEcUtiVE ,Married,Y,,Part Time, salES exEcUtiVE  -  Sales ,False
626,No,,,,0, rESEaRCh sCIenTisT ,Married,,Yes,Full Time,,False
627,No,, Sales ,Life Sciences,0, SAlEs ExECUTIVe ,Marreid,,,Part Time, SAlEs ExECUTIVe  -  Sales ,True
628,No,non-travel, Research & Development ,,0, HEaLTHcaRE rePReseNtaTIvE ,,,No,Part Time, HEaLTHcaRE rePReseNtaTIvE  -  Research & Development ,0
629,No,travel_rarely,,Other,1, lAboratorY TECHNIcian ,Married,,No,Part Time,,Yes
630,No,,,,1, SaLeS ExEcUtiVe ,Single,Y,Yes,Full Time,,True
631,No,,,Life Sciences,0, LabORAtORY TechNiciAN ,Single,Y,,Part Time,,True
632,No,travel_rarely,,,1, SALes exeCUtiVE ,Married,Y,Yes,,,True
633,No,travel_rarely,,Life Sciences,1, lAborAtoRy technIcIAN ,,Y,No,Part Time,,0
634,No,, Sales ,,0, sAles eXEcUtIve ,Single,,,Part Time, sAles eXEcUtIve  -  Sales ,Yes
635,No,travel_rarely, Research & Development ,Medical,1, laBoraTorY tEChnICiaN ,,,No,Part Time, laBoraTorY tEChnICiaN  -  Research & Development ,Yes
636,No,travel_rarely,,Medical,1, SALes exEcUTivE ,Married,,,Part Time,,1
637,Yes,,,Life Sciences,0, lAbORatorY TeChnIciAn ,Single,,,Part Time,,False
638,No,travel_rarely,,Technical Degree,0, rEsEaRcH sCiENTIST ,Marreid,,No,Part Time,,True
639,No,travel_rarely,,,0, sAleS exEcuTive ,,Y,,Part Time,,1
640,No,,,Life Sciences,0, HealTHCaRE rEprEsENtatiVE ,,Y,,Full Time,,True
641,No,,,Life Sciences,1, SAlES exEcUTIve ,Married,Y,No,Part Time,,1
642,No,,,,0, LaBoRatorY tEcHnicIan ,Divorced,,,Full Time,,0
643,No,,,,0, resEaRCH sCiENtiSt ,,,No,Part Time,,Yes
644,No,, Research & Development ,,1, MANufacTURIng diREcTOr ,,,,, MANufacTURIng diREcTOr  -  Research & Development ,True
645,No,travel_rarely, Research & Development ,,1, REsearch scIENtist ,Married,,,Full Time, REsearch scIENtist  -  Research & Development ,False
646,No,travel_rarely,,Medical,0, maNufactURInG DireCTor ,,,No,Part Time,,Yes
647,No,travel_rarely, Research & Development ,Life Sciences,0, heaLtHcARe RePReSENtaTIve ,Divorced,,No,Full Time, heaLtHcARe RePReSENtaTIve  -  Research & Development ,1
648,Yes,travel_rarely,,Medical,0, lAbORaTORY techNiCIAn ,Single,Y,,Full Time,,Yes
649,No,,,,0, REseArCH sciENTIst ,,,Yes,Full Time,,1
650,No,travel_frequently,,Technical Degree,1, MANufAcTUrinG dIrEcToR ,Single,Y,,Part Time,,Yes
651,No,travel_rarely, Research & Development ,Other,1, lAbOrAtorY techNiCiaN ,Married,Y,No,, lAbOrAtorY techNiCiaN  -  Research & Development ,True
652,No,,,Medical,0, lABoRAtory technICiaN ,Married,Y,,Part Time,,1
653,No,,,,1, HeAltHCARE rEpReSeNtative ,,,,Part Time,,Yes
654,No,travel_frequently, Research & Development ,,1, laboRaTOrY TEchniCIaN ,Single,,Yes,Part Time, laboRaTOrY TEchniCIaN  -  Research & Development ,True
655,No,,,,1, SALes eXECUtiVE ,,Y,No,,,Yes
656,No,travel_rarely,,Marketing,0, SaLeS ExecuTIVE ,Single,Y,No,Full Time,,0
657,No,,,Life Sciences,0, ReSeARCh DiRecTOR ,Married,,No,,,0
658,No,non-travel,,,0, lABOraTory techniCiaN ,,,No,Part Time,,True
659,No,,,Life Sciences,0, salES executiVE ,Divorced,Y,,Full Time,,False
660,No,,,Medical,1, REseARch SciEntISt ,Single,Y,No,Part Time,,Yes
661,No,non-travel,,Medical,0, mAnuFaCTUrING direCTor ,,Y,No,Full Time,,Yes
662,Yes,travel_rarely,,Life Sciences,0, SALes RePREsEntAtivE ,Single,Y,No,Part Time,,False
663,No,travel_rarely,,Medical,1, reSEARCh ScIEnTIsT ,,,No,Part Time,,0
664,No,travel_frequently,,Life Sciences,1, SaLEs execUtive ,Marreid,,No,Part Time,,0
665,No,, Sales ,Marketing,1, SAles ExECutIvE ,,,,Full Time, SAles ExECutIvE  -  Sales ,False
666,No,,,Life Sciences,1, laboraTORY TeChnicIaN ,Single,,No,Part Time,,True
667,No,,,Medical,1, REsEArCh dirEcTOr ,divorced,,,,,0
668,No,travel_frequently,,,1, SalEs EXecuTiVE ,Single,Y,No,Full Time,,False
669,No,travel_frequently,,Life Sciences,0, heaLThCaRE RepreSEntaTiVe ,Married,,No,Full Time,,False
670,No,travel_rarely,,Technical Degree,1, REsEarcH DIRECtor ,,,No,Full Time,,False
671,No,,,,1, reseaRCH DIrectOr ,,,Yes,Full Time,,True
672,No,non-travel,,,1, MAnagEr ,Single,,,Full Time,,Yes
673,No,,,Life Sciences,0, lABoRatORy TeCHNiCIAn ,Married,Y,No,Part Time,,True
674,No,travel_rarely,,Life Sciences,0, Sales exEcutiVE ,,,No,Part Time,,True
675,No,travel_rarely,,,0, LABOrATORy TEChNIciaN ,Single,,No,Part Time,,1
676,No,travel_frequently,,,1, SalEs RePResEnTatIVe ,,,No,Part Time,,0
677,No,travel_rarely, Research & Development ,,0, HeALtHCarE represEntAtIVe ,Divorced,,,Part Time, HeALtHCarE represEntAtIVe  -  Research & Development ,Yes
678,No,travel_rarely,,Life Sciences,1, SALes eXEcUtIve ,Single,,,,,0
679,Yes,travel_rarely,,Marketing,1, Sales RePreSENtATIve ,,,Yes,Part Time,,True
680,No,,,,1, mANUfacTURINg DiREcTor ,Divorced,Y,,Part Time,,False
681,No,,,,0, reseARCh SciEnTiST ,Divorced,Y,Yes,Full Time,,Yes
682,Yes,,,,1, SALES eXECUTIve ,,,,Part Time,,Yes
683,Yes,travel_rarely,,Medical,0, ReseaRCh sCIENTIst ,Single,,,Part Time,,1
684,No,,,,1, SALes rePresEntaTiVE ,Married,,No,Part Time,,0
685,No,,,Life Sciences,0, HeaLTHCArE rEPrESEntATIve ,,,No,,,1
686,No,,,,0, ResEaRCH DIREcTOr ,Married,,Yes,Full Time,,1
687,No,, Research & Development ,Medical,0, HEalThCaRe rEpReSENtatIVe ,Married,Y,,Part Time, HEalThCaRe rEpReSENtatIVe  -  Research & Development ,True
688,No,,,,1, rEseaRcH scieNtisT ,,,No,,,1
689,No,travel_rarely,,Medical,0, healTHCaRE ReprEsEntaTIVE ,Single,,,,,Yes
690,No,, Research & Development ,Life Sciences,0, HEalTHCare REPrEsEntATiVE ,Divorced,,Yes,Part Time, HEalTHCare REPrEsEntATiVE  -  Research & Development ,True
691,No,travel_rarely,,,1, rESeaRCH sCienTisT ,Single,Y,,Part Time,,Yes
692,No,travel_frequently,,Life Sciences,1, reseaRCh SCIENtIst ,,Y,,,,0
693,No,travel_rarely,,,0, saleS eXeCUTiVe ,Marreid,,,,,1
694,No,non-travel,,Life Sciences,0, SALeS ExEcuTiVe ,,Y,,Part Time,,1
695,No,travel_rarely,,,0, HeaLThCaRe rEPREsENTatiVE ,,,No,Full Time,,False
696,Yes,travel_rarely,,Technical Degree,1, SaLes rEprESEntAtIvE ,Single,Y,Yes,Part Time,,True
697,No,, Research & Development ,,0, LaBoRaToRY TEcHnIcian ,Marreid,,,Part Time, LaBoRaToRY TEcHnIcian  -  Research & Development ,0
698,No,,,,0, reSearCH ScientIsT ,,Y,,Part Time,,Yes
699,Yes,travel_rarely,,,0, lABorATORY TEcHNiCiaN ,Divorced,Y,No,Full Time,,0
700,No,non-travel,,Medical,0, SAlEs EXEcuTIvE ,Single,Y,,Part Time,,True
701,No,non-travel, Sales ,,0, SAlES ExecutIve ,Single,Y,No,Part Time, SAlES ExecutIve  -  Sales ,1
702,No,travel_frequently,,,1, lABOrAToRY TEcHniCIan ,Married,Y,No,Full Time,,True
703,No,travel_rarely,,Marketing,0, sAlES eXEcuTiVE ,Married,Y,,,,True
704,Yes,travel_frequently, Research & Development ,,1, LaBOrAtory TECHNIciAN ,,,,Part Time, LaBOrAtory TECHNIciAN  -  Research & Development ,1
705,No,, Research & Development ,,1, ReSeArch scIenTIsT ,Divorced,,No,Part Time, ReSeArch scIenTIsT  -  Research & Development ,Yes
706,Yes,travel_rarely,,Marketing,0, saLEs rEpRESeNTAtive ,Divorced,,No,Part Time,,True
707,Yes,, Sales ,Technical Degree,0, SaLEs EXECutIVe ,Married,,,Part Time, SaLEs EXECutIVe  -  Sales ,0
708,No,travel_rarely,,,0, LABOrATORy TEchNICian ,,,No,Part Time,,True
709,No,travel_rarely,,,1, huMaN RESOurcES ,,,,Part Time,,False
710,No,non-travel,,Medical,0, REseARcH ScIENTiSt ,,Y,No,Full Time,,True
711,Yes,,,,0, SalEs exeCuTiVE ,Single,Y,No,Part Time,,1
712,No,,,,1, mAnUfaCTURINg DIRECTOr ,Divorced,,Yes,,,Yes
713,No,travel_rarely,,Life Sciences,1, RESEARCH scIEnTisT ,Divorced,Y,Yes,Part Time,,0
714,No,travel_rarely, Research & Development ,,0, rESEARch DiRector ,,Y,,Full Time, rESEARch DiRector  -  Research & Development ,0
715,No,,,Life Sciences,1, manUfAcTurInG dIrEctOr ,Married,,,Full Time,,0
716,No,travel_frequently, Research & Development ,,0, HEaltHcare rEPrEsEnTatIVe ,,,,, HEaltHcare rEPrEsEnTatIVe  -  Research & Development ,False
717,No,travel_rarely,,Medical,0, rESeaRcH ScieNtisT ,Single,,No,Full Time,,0
718,No,,,,1, ReSeArch sCIEnTist ,Married,Y,,Part Time,,Yes
719,No,,,,0, sALEs ExeCuTiVE ,,,Yes,Part Time,,True
720,No,,,,1, labORatoRY TecHNiCIaN ,Married,,Yes,,,True
721,No,,,Human Resources,0, HumAn rESOUrCEs ,Divorced,Y,Yes,Part Time,,False
722,No,travel_rarely,,Medical,1, lABoRaTory teCHNiCIan ,,,No,Part Time,,0
723,No,non-travel,,,1, SalEs exeCUTivE ,,,Yes,Full Time,,1
724,No,travel_rarely, Research & Development ,,1, lABORatORY TeChNiCiAN ,Divorced,Y,No,, lABORatORY TeChNiCiAN  -  Research & Development ,False
725,No,travel_frequently,,,1, ManufActuRiNG DIrecTOr ,,,No,Part Time,,0
726,No,, Research & Development ,Life Sciences,0, LaBOratory TeChnICiAn ,,Y,,, LaBOratory TeChnICiAn  -  Research & Development ,Yes
727,No,travel_rarely,,,1, MANUFActUrING directoR ,,,,Full Time,,0
728,No,, Sales ,,1, maNAGer ,Married,,No,, maNAGer  -  Sales ,0
729,No,travel_rarely,,,0, HuMan resouRCeS ,,,No,Part Time,,Yes
730,No,travel_rarely,,,1, healTHCaRe RePRESEntativE ,,Y,No,Part Time,,True
731,No,,,Medical,1, rEseArch sCIeNTiST ,,Y,No,Part Time,,0
732,No,,,Medical,0, lABORaToRY teCHnicIAn ,Married,,No,Part Time,,1
733,No,,,,0, RESearcH SCieNtisT ,Marreid,,No,Part Time,,1
734,No,,,Medical,0, LabORAtOry TecHniCiAN ,Single,,No,Full Time,,False
735,No,travel_rarely,,Marketing,0, SaLeS exECUtiVe ,Married,,No,Part Time,,False
736,Yes,,,,1, sALes EXECUtIVE ,Single,Y,No,Part Time,,True
737,No,travel_rarely,,Life Sciences,0, saleS EXECUTiVE ,Divorced,Y,,Part Time,,0
738,No,travel_rarely,,Technical Degree,0, MaNUFacTuRinG DiReCtor ,Divorced,Y,,Part Time,,Yes
739,No,non-travel, Human Resources ,,0, hUMAn rEsOuRCES ,Married,,No,Full Time, hUMAn rEsOuRCES  -  Human Resources ,True
740,No,,,Life Sciences,0, SALES exeCUTiVE ,Single,,No,Part Time,,False
741,No,,,,0, ResEaRcH SciENTIst ,Divorced,Y,,Part Time,,Yes
742,No,travel_rarely,,Life Sciences,0, maNaGEr ,Single,,No,Full Time,,0
743,No,travel_frequently, Sales ,Marketing,1, sales ExeCUTiVE ,,,,Part Time, sales ExeCUTiVE  -  Sales ,1
744,No,,,Life Sciences,0, saLes ExECuTive ,Married,Y,,Part Time,,1
745,No,travel_frequently,,,1, mANUfaCtURing DIReCTOr ,Married,,,Full Time,,True
746,No,travel_rarely,,Medical,0, rEsEarCh sCieNTisT ,Single,,No,Full Time,,True
747,Yes,travel_frequently,,,0, laBoratOry TechNIcIaN ,,,No,Part Time,,1
748,No,travel_frequently,,Other,0, ReseaRCH SciENtist ,,,,Part Time,,True
749,No,,,Marketing,0, SalEs EXeCutiVe ,,,,Full Time,,Yes
750,No,,,Medical,0, saLeS EXEcuTIVe ,,,No,Part Time,,False
751,Yes,, Sales ,,1, saLEs exeCUtiVe ,Single,,No,, saLEs exeCUtiVe  -  Sales ,0
752,No,,,Life Sciences,0, HuMan ReSOurCES ,,,,Part Time,,False
753,No,, Research & Development ,Life Sciences,0, laBorAtORy TECHnicIaN ,Single,Y,No,Part Time, laBorAtORy TECHnicIaN  -  Research & Development ,0
754,No,,,,0, MANuFaCtURIng DIRectoR ,,Y,No,Part Time,,True
755,No,,,,1, salEs rePrEsENtatIvE ,Married,Y,,Part Time,,True
756,No,travel_frequently,,,0, huMAN reSourcEs ,,,No,Part Time,,True
757,No,,,,1, MAnUFAcTUrinG DiREcTor ,Divorced,Y,,Part Time,,1
758,No,,,Life Sciences,0, MaNufAcTurInG DIReCtor ,,Y,No,Part Time,,0
759,No,, Research & Development ,Technical Degree,1, ReSeaRch SCIEnTiSt ,,,,Full Time, ReSeaRch SCIEnTiSt  -  Research & Development ,0
760,No,,,,0, LaBORatORY tEChnician ,,,,,,Yes
761,No,travel_frequently,,,1, lAbOrAtOrY TEcHnICiAn ,,,,Part Time,,False
762,No,travel_rarely,,Medical,0, hEaLthcARE repreSenTATIvE ,Married,Y,No,,,False
763,No,travel_frequently,,,0, SaLes EXECUTivE ,,Y,,Part Time,,1
764,No,, Research & Development ,Medical,0, rEsEArcH scIenTIst ,Married,,No,Part Time, rEsEArcH scIenTIst  -  Research & Development ,Yes
765,No,travel_rarely,,Medical,1, LaBORATorY teCHniCian ,,Y,No,Full Time,,False
766,No,travel_rarely,,,0, saLes ExEcUtiVE ,Married,Y,No,Part Time,,False
767,No,travel_rarely,,Medical,0, LABoRaToRy TEChNician ,Divorced,,No,Part Time,,Yes
768,No,,,Life Sciences,0, laBOraTORY TeCHNICiAN ,Divorced,,No,Part Time,,True
769,Yes,,,,0, rEsEARcH ScIeNTisT ,,Y,Yes,Part Time,,1
770,No,travel_rarely,,,0, ResEaRcH SCIentisT ,Married,,No,Part Time,,True
771,No,, Research & Development ,Medical,0, RESeArch dIREcToR ,Single,,,Part Time, RESeArch dIREcToR  -  Research & Development ,Yes
772,No,,,Life Sciences,1, LABorAtorY TecHnicIAN ,Married,,,Full Time,,1
773,Yes,travel_rarely,,,0, MAnuFactUrIng dIReCtoR ,Single,,,Part Time,,Yes
774,No,,,,1, healtHCaRe REPReSENtATIVE ,,,,Full Time,,1
775,No,travel_rarely, Sales ,,0, saLes ExECutIVE ,,Y,No,, saLes ExECutIVE  -  Sales ,False
776,No,,,Technical Degree,0, reseaRcH sCIEntISt ,Married,Y,No,Part Time,,0
777,No,travel_rarely,,,0, SaLEs eXeCUTiVe ,Married,,Yes,Part Time,,1
778,No,travel_rarely,,Medical,0, rEsEArch sCIenTIsT ,,,,Part Time,,1
779,No,,,Technical Degree,0, ReSEARCH sCieNtISt ,,,No,Part Time,,0
780,No,travel_rarely,,,0, sAles eXEcuTIVE ,,,,Full Time,,Yes
781,No,non-travel,,Medical,0, reSeArch sCieNTiSt ,Single,,No,,,Yes
782,No,,,Life Sciences,0, HeALthcarE RepReseNtatIVe ,Married,Y,No,Part Time,,False
783,No,, Research & Development ,,1, REseARCh SCIenTIst ,Married,,No,Part Time, REseARCh SCIenTIst  -  Research & Development ,False
784,No,travel_rarely,,Life Sciences,0, HEAlthcaRE REPrESentATIve ,Single,,No,,,1
785,No,travel_frequently,,,0, mANUfAcTURING direCTor ,Married,Y,No,,,0
786,No,,,,0, rEsEArcH sCIeNTisT ,,,,Full Time,,True
787,No,,,Life Sciences,0, rESEarcH sCIeNTiST ,,,No,Part Time,,True
788,No,travel_rarely,,,1, saLES ExeCUTIVE ,,,Yes,Part Time,,True
789,No,,,Medical,0, reseaRch ScIeNTist ,Single,,Yes,Part Time,,Yes
790,Yes,,,,0, SAlEs EXecutiVe ,,,No,Part Time,,Yes
791,No,, Sales ,Marketing,1, sALEs exECuTiVe ,Married,,No,Part Time, sALEs exECuTiVe  -  Sales ,0
792,No,,,,1, sAlEs EXECUtiVe ,,,No,Part Time,,1
793,No,,,,1, reSearcH sCiENTist ,Married,Y,,,,Yes
794,No,travel_rarely,,,1, ReSearcH sCieNTist ,Married,Y,No,Part Time,,1
795,No,travel_rarely,,Other,0, LabOratoRY tEcHNiciAN ,,,,Part Time,,0
796,No,,,,0, lABoRaToRy TEChnicIAN ,,Y,No,,,Yes
797,No,travel_rarely,,,0, lAbOrAtorY tEChNicIan ,Married,,No,Part Time,,0
798,No,, Research & Development ,,0, rEseArCh SCieNtiST ,Divorced,,,Part Time, rEseArCh SCieNtiST  -  Research & Development ,1
799,No,travel_rarely,,,0, lAbORAtORy TECHNicIaN ,Divorced,,,,,True
800,Yes,travel_rarely, Research & Development ,Life Sciences,0, lABoRAtoRY TecHnIcian ,Single,,Yes,Part Time, lABoRAtoRY TecHnIcian  -  Research & Development ,1
801,No,travel_rarely,,,0, REseaRch sciEntiST ,Divorced,Y,Yes,Part Time,,True
802,No,, Research & Development ,Life Sciences,0, researcH SciEntIST ,Single,Y,Yes,Full Time, researcH SciEntIST  -  Research & Development ,1
803,No,,,,1, MANufAcTuRiNG dIrEcTOR ,,,No,Part Time,,1
804,Yes,,,,0, ReSeARCh sCieNTiSt ,Single,,No,Full Time,,1
805,Yes,travel_frequently, Research & Development ,,1, REseARCH ScIeNTIST ,,,,Part Time, REseARCH ScIeNTIST  -  Research & Development ,0
806,No,travel_rarely,,Marketing,1, MAnAgeR ,Single,Y,,Full Time,,0
807,No,,,Other,0, heAltHcAre REprESEnTATIVE ,Married,Y,,Full Time,,0
808,Yes,travel_rarely,,,0, sALES rEPReSENTAtiVE ,Married,,,Part Time,,1
809,No,,,Marketing,1, salEs REPrESENTaTIvE ,Married,Y,No,Part Time,,1
810,Yes,,,,0, lAbORatoRY tEChNIciAn ,Single,,Yes,,,1
811,No,,,,1, sAles ExeCUtIVE ,Marreid,,Yes,Part Time,,False
812,No,travel_rarely,,,1, LAbORaToRy technIcIaN ,,,Yes,Part Time,,0
813,No,,,Medical,0, reseArcH SCIEntiST ,Married,,No,,,1
814,No,travel_rarely,,Medical,0, reSeaRcH DIRecToR ,,,,Full Time,,Yes
815,No,travel_rarely,,Medical,0, HUMan REsourcEs ,Divorced,,Yes,Part Time,,Yes
816,No,travel_rarely,,Medical,0, MaNuFaCTUrING dirECtoR ,Married,,No,Part Time,,True
817,No,travel_rarely,,,0, lABORAtORY tEcHNiCIAn ,,,,Part Time,,True
818,No,travel_rarely, Sales ,Other,1, sAles ExecUtive ,Married,,No,Part Time, sAles ExecUtive  -  Sales ,1
819,No,,,,0, LabOrAtory TechNIcIan ,Married,,,Part Time,,True
820,Yes,travel_rarely,,Human Resources,0, hUMan REsOurCEs ,Divorced,,,,,True
821,No,non-travel,,Human Resources,1, MAnAGER ,,,No,Full Time,,0
822,No,,,,0, ReSEarch SCIeNTISt ,Married,Y,No,Part Time,,True
823,No,,,Medical,1, rESEaRcH SciEnTiST ,Single,,,,,Yes
824,No,travel_frequently,,,1, SALES eXeCUtive ,Single,Y,No,Part Time,,False
825,Yes,travel_rarely,,,1, sALEs exEcUtIve ,,Y,Yes,Part Time,,True
826,No,, Research & Development ,Medical,0, mAnUfaCTuRing DiRecTor ,Divorced,,No,Part Time, mAnUfaCTuRing DiRecTor  -  Research & Development ,0
827,Yes,travel_frequently,,,0, ManufACTuRING dIrEcTOr ,,Y,,Full Time,,False
828,No,, Sales ,Life Sciences,0, SaLes exEcUtIvE ,,,,Part Time, SaLes exEcUtIvE  -  Sales ,False
829,No,travel_rarely,,Technical Degree,1, rESearCH SCientIsT ,,Y,Yes,,,False
830,No,travel_rarely, Research & Development ,Technical Degree,1, ReseArCH scIenTIst ,Divorced,,No,Part Time, ReseArCH scIenTIst  -  Research & Development ,1
831,No,,,Medical,0, rESeaRCh SCienTISt ,Marreid,,No,,,1
832,No,non-travel, Research & Development ,Medical,0, ReseArch sCienTiST ,,,,Part Time, ReseArch sCienTiST  -  Research & Development ,1
833,No,, Research & Development ,Medical,0, ReSEarcH SCiEnTISt ,Married,,No,Part Time, ReSEarcH SCiEnTISt  -  Research & Development ,Yes
834,No,,,,0, ReSeaRCH SciEntIst ,,Y,,Full Time,,True
835,No,travel_rarely,,Life Sciences,1, REseaRcH scientist ,Divorced,,,Part Time,,1
836,No,travel_rarely,,,1, lABORatOry teCHNICiAN ,Single,,,Part Time,,1
837,No,travel_rarely,,Medical,1, ReseArcH ScIEnTIst ,,Y,,Full Time,,Yes
838,No,travel_rarely,,Medical,1, RESEarcH sciEnTIsT ,,Y,No,,,True
839,No,, Research & Development ,,0, laBORATORY tECHNiciAN ,,Y,,Part Time, laBORATORY tECHNiciAN  -  Research & Development ,0
840,No,,,,1, mAnufACTuRInG dIReCtoR ,divorced,Y,No,,,False
841,No,travel_frequently,,Medical,1, laborAToRy teCHnIcIAn ,Single,,,Part Time,,Yes
842,No,travel_frequently,,,0, manuFactuRinG DIrECtor ,Married,,,Part Time,,0
843,No,,,,0, lAborAToRY tEChnIciAN ,Married,,,Part Time,,True
844,No,,,Life Sciences,0, researCH SCientist ,,,,Part Time,,0
845,No,,,Life Sciences,0, hEaltHcare rEpREseNTatiVE ,,Y,No,Part Time,,Yes
846,No,,,,0, HealThcARe repReSeNTAtivE ,,,No,,,1
847,Yes,,,Technical Degree,1, ReSeArcH ScIenTIsT ,,,Yes,,,True
848,Yes,,,,0, ResEARCh SCIENtIsT ,Single,,,Part Time,,False
849,No,,,,1, SALEs eXecuTivE ,Married,,,Full Time,,0
850,No,travel_rarely, Research & Development ,,1, rESeArCH sCIeNtISt ,Married,Y,,Part Time, rESeArCH sCIeNtISt  -  Research & Development ,1
851,No,travel_rarely,,,1, LabOraTory teChnICiAN ,Single,,,Full Time,,True
852,No,travel_rarely, Human Resources ,Medical,0, humAN resoURCEs ,Married,Y,,Part Time, humAN resoURCEs  -  Human Resources ,False
853,Yes,,,,0, lABorATORy tEChnIcian ,Single,,,,,True
854,No,,,Medical,1, LaBoRaTOrY teChNICiaN ,Divorced,,No,Part Time,,0
855,No,non-travel,,Marketing,0, sALEs execUTiVE ,,,No,Part Time,,True
856,No,,,Medical,0, REsearCH DirECtOR ,Divorced,,No,Part Time,,True
857,No,travel_rarely,,Life Sciences,1, ResEaRch sciEnTIsT ,Married,,,Full Time,,Yes
858,No,,,Life Sciences,0, mANuFActUrIng DireCTor ,,,,,,Yes
859,No,, Research & Development ,,1, REseARCh scieNTIsT ,Single,,Yes,Part Time, REseARCh scieNTIsT  -  Research & Development ,True
860,No,,,Marketing,0, sAleS ExeCUtIVe ,Divorced,,No,Full Time,,0
