,age,dailyrate,distancefromhome,education,employeecount,employeenumber,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,numberchildren,is_equal
837,31,40.54,12,1,1,838,3.0,5.07,3,1,4,3274.17,851.28,8,23,4.0,3,1,7.0,0,3.0,4,,0,2,3274.17,1992,39290.0,,True
838,34,29.0,27,2,1,839,4.0,3.63,3,1,2,2342.59,609.08,2,15,3.0,4,0,9.0,3,3.0,3,,1,2,2342.59,1989,28111.08,,
839,50,29.0,1,3,1,840,3.0,3.63,2,1,3,2342.59,609.08,2,15,3.0,4,1,,2,2.0,3,,0,2,2342.59,1973,28111.13,,True
840,53,55.63,13,2,1,841,4.0,6.95,4,2,1,4492.84,1168.14,1,11,3.0,3,2,5.0,3,3.0,4,2.0,1,3,4492.84,1970,53914.08,,
841,35,45.65,24,3,1,842,2.0,5.71,3,2,2,3687.5,958.75,5,11,3.0,4,0,,5,3.0,6,,1,2,3687.5,1988,44250.0,,True
842,27,55.63,1,1,1,843,3.0,6.95,2,2,1,4492.84,1168.14,5,19,3.0,3,1,,1,3.0,2,,2,0,4492.84,1996,53914.11,,True
843,40,55.63,38,2,1,844,3.0,6.95,3,2,4,4492.84,1168.14,8,15,3.0,3,1,,2,4.0,7,,3,7,4492.84,1983,53914.11,,True
844,22,24.02,22,3,1,845,4.0,3.0,4,1,2,1940.0,504.4,1,16,3.0,1,1,4.0,2,2.0,4,,2,2,1940.0,2001,23280.0,,True
845,40,55.63,10,5,1,846,4.0,6.95,2,2,4,4492.84,1168.14,9,14,3.0,4,1,5.0,5,1.0,3,,0,2,4492.84,1983,53914.11,,True
846,46,103.25,1,4,1,847,4.0,12.91,3,3,1,8339.32,2168.22,7,16,3.0,3,1,17.0,3,3.0,4,,0,3,8339.32,1977,100071.84,,
847,30,27.41,3,3,1,848,4.0,3.43,3,1,1,2214.17,575.68,5,11,3.0,3,0,8.0,5,3.0,5,,0,4,2214.17,1993,26570.04,,
848,29,29.0,1,3,1,849,3.0,3.63,3,1,3,2342.59,609.08,0,14,3.0,4,0,,1,2.0,6,,1,5,2342.59,1994,28111.13,,True
849,54,61.29,3,3,1,850,4.0,7.66,3,2,1,4950.0,1287.0,2,14,3.0,4,1,16.0,4,3.0,6,,0,5,,1969,59400.0,,
850,33,27.05,4,4,1,851,3.0,3.38,2,1,2,2185.0,568.1,6,21,4.0,4,0,,3,3.0,3,,1,1,2185.0,1990,26220.0,,True
851,52,33.14,2,3,1,852,3.0,4.14,2,1,4,2676.67,695.93,7,15,3.0,2,0,,3,2.0,2,,2,2,2676.67,1971,32120.0,,True
852,59,29.0,6,2,1,853,2.0,3.63,3,1,3,2342.59,609.08,8,17,3.0,4,0,,2,2.0,2,,2,2,2342.59,1964,28111.13,,True
853,32,29.0,1,3,1,854,4.0,3.63,2,1,3,2342.59,609.08,0,14,3.0,4,0,4.0,2,1.0,3,,1,2,2342.59,1991,28111.08,,
854,39,29.0,24,4,1,855,4.0,3.63,3,1,3,2342.59,609.08,7,14,3.0,3,3,7.0,1,3.0,3,,1,2,2342.59,1984,28111.13,,True
855,32,55.63,26,4,1,856,3.0,6.95,3,2,4,4492.84,1168.14,0,18,3.0,1,0,4.0,2,3.0,3,,2,2,4492.84,1991,53914.11,,True
856,31,103.25,3,4,1,857,2.0,12.91,3,3,3,8339.32,2168.22,9,12,3.0,1,1,,3,3.0,2,,2,2,8339.32,1992,100071.84,,True
857,33,30.03,5,4,1,858,3.0,3.75,2,1,4,2425.83,630.72,1,13,3.0,3,1,2.0,2,2.0,2,,0,2,2425.83,1990,29110.0,,True
858,45,55.63,23,4,1,859,1.0,6.95,4,2,3,4492.84,1168.14,4,17,3.0,4,1,9.0,1,3.0,3,,0,2,4492.84,1978,53914.08,,
859,42,55.63,17,2,1,860,4.0,6.95,4,2,1,4492.84,1168.14,3,13,3.0,3,0,,1,3.0,3,,0,2,,1981,53914.11,,
860,29,71.51,19,2,1,861,4.0,8.94,3,2,4,5775.83,1501.72,2,14,3.0,4,1,,2,3.0,3,,0,2,,1994,69310.0,,
861,25,55.63,1,3,1,862,1.0,6.95,3,2,3,4492.84,1168.14,0,12,3.0,4,2,5.0,3,3.0,4,,1,2,4492.84,1998,53914.11,,True
862,32,22.45,2,1,1,863,4.0,2.81,2,2,1,1813.33,471.47,4,13,3.0,4,0,9.0,5,3.0,6,,0,4,1813.33,1991,21760.0,,True
863,28,29.0,9,3,1,864,4.0,3.63,3,1,4,2342.59,609.08,1,23,4.0,4,1,,3,,5,,0,4,,1995,28111.13,,
864,21,33.33,3,2,1,865,4.0,4.17,2,1,3,2691.67,699.83,1,17,3.0,1,0,,4,4.0,3,,1,0,,2002,32300.0,,
865,37,103.25,1,4,1,866,1.0,12.91,3,3,4,8339.32,2168.22,2,18,3.0,1,2,,2,3.0,5,,0,2,8339.32,1986,100071.84,,True
866,38,55.63,23,4,1,867,4.0,6.95,3,2,4,4492.84,1168.14,9,14,3.0,2,1,,2,3.0,2,,1,2,4492.84,1985,53914.11,,True
867,26,29.0,16,4,1,868,1.0,3.63,3,1,2,2342.59,609.08,2,13,3.0,4,1,,2,3.0,3,,0,2,2342.59,1997,28111.13,,True
868,49,192.58,10,4,1,869,3.0,24.07,3,5,1,15554.17,4044.08,9,11,3.0,4,0,,4,3.0,3,,1,2,15554.17,1974,186650.0,,True
869,31,28.78,5,3,1,870,4.0,3.6,3,1,2,2324.17,604.28,1,11,3.0,3,1,2.0,5,2.0,2,,2,2,,1992,27890.0,,
870,37,29.0,9,3,1,871,2.0,3.63,3,1,4,2342.59,609.08,1,12,3.0,3,3,,3,2.0,4,,1,2,2342.59,1986,28111.13,,True
871,31,29.0,11,4,1,872,4.0,3.63,3,1,4,2342.59,609.08,0,12,3.0,3,1,,4,3.0,5,,0,3,2342.59,1992,28111.13,,True
872,31,66.13,2,3,1,873,1.0,8.27,2,2,1,5341.67,1388.83,3,12,3.0,4,0,,1,3.0,2,,1,0,5341.67,1992,64100.0,,True
873,31,29.0,2,4,1,874,3.0,3.63,3,1,4,2342.59,609.08,0,18,3.0,2,1,3.0,2,1.0,2,,2,2,2342.59,1992,28111.13,,True
874,52,50.98,17,4,1,875,4.0,6.37,2,2,2,4117.5,1070.55,2,15,,1,0,11.0,3,2.0,8,,7,7,4117.5,1971,49410.0,,True
875,28,29.0,2,4,1,876,1.0,3.63,1,1,4,2342.59,609.08,5,13,3.0,4,0,,4,2.0,3,,2,2,2342.59,1995,28111.08,,
876,47,197.4,5,5,1,877,4.0,24.67,3,5,3,15943.72,4145.37,4,11,3.0,2,1,21.0,2,3.0,3,,1,1,,1976,191324.62,,
877,29,41.09,9,5,1,878,2.0,5.14,2,1,4,3319.17,862.98,0,17,3.0,3,0,4.0,2,,3,,2,2,3319.17,1994,39830.0,,True
878,37,65.48,5,2,1,879,4.0,8.19,3,2,4,5289.17,1375.18,7,16,3.0,3,2,8.0,2,2.0,6,,0,4,5289.17,1986,63470.04,,
879,23,29.96,26,1,1,880,3.0,3.75,3,1,4,2420.0,629.2,1,12,3.0,3,2,,2,2.0,4,,0,2,2420.0,2000,29040.0,,True
880,42,27.82,2,1,1,881,3.0,3.48,3,1,3,2246.67,584.13,0,11,3.0,3,1,4.0,5,3.0,3,,1,0,2246.67,1981,26960.04,,
881,30,55.63,25,2,1,882,4.0,6.95,3,2,3,4492.84,1168.14,7,12,3.0,2,1,4.0,2,4.0,2,,2,2,4492.84,1993,53914.08,,
882,21,22.43,31,1,1,883,1.0,2.8,2,1,2,1811.67,471.03,1,11,3.0,3,0,3.0,3,3.0,3,,1,2,,2002,21740.0,,
883,57,69.69,1,4,1,884,4.0,8.71,3,2,3,5629.17,1463.58,2,11,3.0,3,0,,2,3.0,3,,1,2,5629.17,1966,67550.04000000001,,
884,21,29.0,9,2,1,885,1.0,3.63,3,1,4,2342.59,609.08,1,24,4.0,3,0,3.0,3,2.0,3,2.0,2,2,2342.59,2002,28111.13,,True
885,31,27.41,9,4,1,886,3.0,3.43,2,1,2,2214.17,575.68,0,16,3.0,4,0,3.0,5,3.0,2,,2,2,2214.17,1992,26570.0,,True
886,29,29.0,17,3,1,887,4.0,3.63,3,1,4,2342.59,609.08,9,16,,4,0,6.0,4,3.0,3,,1,2,2342.59,1994,28111.13,,True
887,27,29.0,1,2,1,888,4.0,3.63,3,1,2,2342.59,609.08,1,11,3.0,2,1,5.0,2,3.0,5,,0,4,2342.59,1996,28111.13,,True
888,49,113.13,7,3,1,889,2.0,14.14,2,3,3,9137.5,2375.75,8,24,4.0,3,0,,2,3.0,5,,0,0,9137.5,1974,109650.0,,True
889,36,26.24,2,3,1,890,4.0,3.28,3,1,3,2119.17,550.98,4,13,3.0,2,1,,3,3.0,2,,2,2,,1987,25430.0,,
890,34,54.72,19,3,1,891,1.0,6.84,4,2,4,4420.0,1149.2,8,13,3.0,2,0,,3,2.0,5,,0,4,4420.0,1989,53040.0,,True
891,24,55.63,10,4,1,892,4.0,6.95,3,2,3,4492.84,1168.14,1,12,3.0,4,1,,2,4.0,5,,0,3,4492.84,1999,53914.11,,True
892,42,29.0,1,4,1,893,2.0,3.63,3,1,1,2342.59,609.08,3,16,3.0,2,1,8.0,5,3.0,5,,1,2,,1981,28111.13,,
893,54,200.22,5,2,1,894,1.0,25.03,3,5,1,16171.67,4204.63,4,11,3.0,3,1,24.0,4,2.0,4,,1,2,16171.67,1969,194060.0,,True
894,34,67.46,4,4,1,895,3.0,8.43,3,2,3,5448.33,1416.57,9,15,3.0,1,1,,3,3.0,3,,1,2,5448.33,1989,65380.0,,True
895,43,23.3,21,3,1,896,4.0,2.91,3,1,4,1881.67,489.23,7,20,4.0,1,1,,1,3.0,3,,1,2,1881.67,1980,22580.04,,
896,43,55.63,8,4,1,897,3.0,6.95,3,2,3,4492.84,1168.14,4,14,3.0,4,0,,3,3.0,5,,0,2,4492.84,1980,53914.11,,True
897,31,22.88,1,2,1,898,4.0,2.86,2,1,1,1848.33,480.57,1,12,3.0,3,1,4.0,3,,4,,3,2,,1992,22180.0,,
898,25,29.0,3,3,1,899,1.0,3.63,3,1,1,2342.59,609.08,5,13,3.0,3,1,6.0,5,,2,,0,2,2342.59,1998,28111.13,,True
899,45,27.38,10,2,1,900,1.0,3.42,3,1,4,2211.67,575.03,3,21,,4,2,8.0,3,2.0,2,,0,2,2211.67,1978,26540.0,,True
900,52,158.28,4,2,1,901,4.0,19.78,3,4,4,12783.92,3323.82,2,13,3.0,4,0,31.0,2,1.0,5,,1,4,12783.92,1971,153407.07,,True
901,34,29.0,6,2,1,902,4.0,3.63,1,1,3,2342.59,609.08,0,16,3.0,4,1,3.0,3,2.0,2,,1,0,,1989,28111.13,,
902,26,29.0,23,3,1,903,1.0,3.63,3,1,4,2342.59,609.08,1,22,4.0,2,2,,3,1.0,3,,0,2,2342.59,1997,28111.13,,True
903,29,123.14,3,4,1,904,2.0,15.39,2,3,3,9945.83,2585.92,1,18,3.0,3,0,,2,3.0,10,,0,7,9945.83,1994,119350.0,,True
904,29,26.27,25,5,1,905,3.0,3.28,2,1,2,2121.67,551.63,5,16,3.0,2,0,6.0,2,4.0,2,,1,1,,1994,25460.0,,
905,46,184.28,2,3,1,906,1.0,23.04,3,4,3,14884.17,3869.88,6,13,3.0,3,0,,2,1.0,3,,0,1,,1977,178610.0,,
906,46,103.25,10,3,1,907,3.0,12.91,2,3,4,8339.32,2168.22,2,19,3.0,3,1,15.0,3,3.0,3,,1,2,8339.32,1977,100071.84,,
907,30,29.0,7,1,1,908,4.0,3.63,3,1,2,2342.59,609.08,0,14,3.0,1,0,,3,3.0,3,,1,2,,1993,28111.13,,
908,34,103.25,23,3,1,909,2.0,12.91,3,3,1,8339.32,2168.22,9,15,3.0,3,3,,2,3.0,3,,0,2,,1989,100071.84,,
909,42,29.0,5,2,1,910,2.0,3.63,3,1,3,2342.59,609.08,4,17,3.0,4,1,,4,,2,,2,0,2342.59,1981,28111.13,,True
910,22,40.18,25,1,1,911,3.0,5.02,2,1,3,3245.0,843.7,5,16,3.0,3,0,4.0,3,3.0,2,,1,2,3245.0,2001,38940.0,,True
911,29,43.97,19,3,1,912,4.0,5.5,3,2,4,3551.67,923.43,4,12,3.0,2,2,8.0,2,4.0,3,2.0,1,2,,1994,42620.0,,
912,46,108.61,18,1,1,913,1.0,13.58,3,3,3,8772.5,2280.85,5,11,3.0,4,0,,3,2.0,2,,1,2,,1977,105270.0,,
913,32,55.63,11,4,1,914,4.0,6.95,4,2,3,4492.84,1168.14,8,12,3.0,4,0,,2,3.0,4,,1,2,,1991,53914.11,,
914,24,24.76,24,3,1,915,4.0,3.1,3,1,4,2000.0,520.0,0,13,3.0,3,2,3.0,3,3.0,2,,2,1,2000.0,1999,24000.0,,
915,35,37.98,25,2,1,916,1.0,4.75,2,2,4,3067.5,797.55,4,14,3.0,4,0,,3,3.0,3,,0,2,,1988,36810.0,,
916,42,55.63,2,4,1,917,3.0,6.95,3,2,4,4492.84,1168.14,1,13,3.0,2,2,10.0,4,3.0,10,,2,2,4492.84,1981,53914.11,,True
917,48,158.28,1,4,1,918,4.0,19.78,2,4,1,12783.92,3323.82,7,11,3.0,1,1,21.0,3,1.0,3,,0,2,,1975,153407.07,,
918,44,55.63,1,4,1,919,1.0,6.95,2,2,3,4492.84,1168.14,4,11,,2,0,10.0,1,4.0,2,2.0,0,2,4492.84,1979,53914.11,,True
919,34,29.0,14,3,1,920,3.0,3.63,3,1,3,2342.59,609.08,1,18,3.0,4,2,8.0,3,3.0,8,,0,6,2342.59,1989,28111.13,,True
920,21,35.56,22,1,1,921,3.0,4.45,3,1,3,2872.5,746.85,1,11,,3,0,,2,3.0,3,,1,2,2872.5,2002,34470.0,,True
921,44,201.32,3,4,1,922,4.0,25.17,3,5,4,16260.83,4227.82,4,12,3.0,1,1,26.0,2,4.0,2,,0,1,16260.83,1979,195129.96,,
922,22,29.0,6,1,1,923,1.0,3.63,3,1,3,2342.59,609.08,0,20,4.0,4,0,,3,3.0,2,,2,2,2342.59,2001,28111.13,,True
923,26,27.43,6,3,1,924,3.0,3.43,3,1,4,2215.83,576.12,1,13,,3,1,,2,3.0,3,,0,2,2215.83,1997,26589.96,,
924,36,91.28,9,2,1,925,2.0,11.41,2,2,2,7372.5,1916.85,2,11,3.0,3,1,13.0,2,3.0,3,,0,2,7372.5,1987,88470.0,,True
925,27,21.1,3,4,1,926,1.0,2.64,2,1,4,1704.17,443.08,0,13,3.0,4,0,5.0,0,3.0,4,,1,1,,1996,20450.0,,
926,23,29.0,4,3,1,927,1.0,3.63,4,1,1,2342.59,609.08,2,16,3.0,1,1,5.0,3,4.0,3,,0,2,2342.59,2000,28111.13,,True
927,25,50.05,8,3,1,928,4.0,6.26,4,2,2,4042.5,1051.05,0,22,4.0,3,1,4.0,4,3.0,3,,1,2,4042.5,1998,48510.0,,True
928,48,83.78,14,1,1,929,4.0,10.47,4,2,2,6766.67,1759.33,3,12,3.0,4,0,,3,3.0,2,,2,2,,1975,81200.0,,
929,24,47.22,3,2,1,930,1.0,5.9,3,2,3,3814.17,991.68,9,14,3.0,1,0,,3,3.0,2,,2,0,3814.17,1999,45770.0,,True
930,60,55.77,16,4,1,931,1.0,6.97,3,2,1,4504.17,1171.08,8,14,3.0,4,0,10.0,1,3.0,2,,2,2,,1963,54050.0,,
931,50,29.0,8,4,1,932,4.0,3.63,3,1,2,2342.59,609.08,7,15,3.0,4,1,4.0,2,3.0,2,,2,2,2342.59,1973,28111.13,,True
932,44,38.26,24,3,1,933,1.0,4.78,1,1,3,3090.0,803.4,2,14,3.0,3,0,9.0,5,3.0,5,,1,4,,1979,37080.0,,
933,47,142.07,3,3,1,934,4.0,17.76,3,4,3,11475.0,2983.5,9,12,3.0,4,2,28.0,2,2.0,22,,11,13,11475.0,1976,137700.0,,True
934,42,29.0,19,3,1,935,3.0,3.63,4,1,3,2342.59,609.08,6,12,3.0,4,0,,2,3.0,2,,2,2,2342.59,1981,28111.13,,True
935,43,55.63,15,3,1,936,4.0,6.95,2,2,4,4492.84,1168.14,3,18,,3,1,7.0,5,3.0,2,,2,2,4492.84,1980,53914.11,,True
936,40,29.0,2,1,1,937,4.0,3.63,2,1,4,2342.59,609.08,0,20,4.0,4,0,5.0,2,2.0,4,,2,3,2342.59,1983,28111.13,,True
937,29,23.7,10,3,1,938,4.0,2.96,3,1,2,1914.17,497.68,1,14,3.0,4,2,,2,3.0,2,,2,2,1914.17,1994,22970.04,,
938,53,25.28,6,3,1,939,4.0,3.16,3,2,4,2041.67,530.83,2,17,3.0,4,0,19.0,4,3.0,2,,2,2,2041.67,1970,24500.0,,True
939,23,29.0,12,1,1,940,1.0,3.63,4,1,3,2342.59,609.08,1,18,3.0,4,0,,3,3.0,2,,0,2,2342.59,2000,28111.13,,True
940,55,197.4,2,3,1,941,4.0,24.67,3,5,1,15943.72,4145.37,5,13,3.0,4,1,24.0,2,3.0,5,,1,4,15943.72,1968,191324.63999999998,,
941,26,29.0,1,2,1,942,1.0,3.63,1,1,4,2342.59,609.08,3,14,3.0,1,1,,2,3.0,2,,2,0,2342.59,1997,28111.13,,True
942,34,29.0,1,4,1,943,2.0,3.63,4,1,4,2342.59,609.08,2,16,3.0,3,0,,2,3.0,4,,1,3,2342.59,1989,28111.08,,
943,27,44.8,8,1,1,944,3.0,5.6,3,2,4,3618.33,940.77,0,19,3.0,2,1,5.0,3,3.0,4,,1,1,3618.33,1996,43420.0,,True
944,35,26.54,8,4,1,945,1.0,3.32,3,1,4,2143.33,557.27,1,16,3.0,2,1,3.0,1,2.0,3,,0,2,2143.33,1988,25719.96,,
945,30,29.0,18,3,1,946,4.0,3.63,1,1,3,2342.59,609.08,3,21,,3,2,7.0,2,3.0,2,,0,2,2342.59,1993,28111.13,,True
946,34,67.06,8,2,1,947,3.0,8.38,3,2,1,5416.67,1408.33,5,17,3.0,2,1,,1,3.0,3,,1,2,5416.67,1989,65000.04,,
947,52,32.49,25,4,1,948,4.0,4.06,3,2,3,2624.17,682.28,8,20,4.0,2,1,9.0,3,3.0,5,,1,4,2624.17,1971,31490.0,,True
948,33,54.93,16,3,1,949,1.0,6.87,3,2,1,4436.67,1153.53,5,15,3.0,3,0,,3,3.0,3,,0,2,4436.67,1990,53240.0,,True
949,35,29.0,20,4,1,950,4.0,3.63,4,1,3,2342.59,609.08,3,13,3.0,3,0,7.0,0,3.0,2,,2,2,,1988,28111.13,,
950,28,45.21,2,4,1,951,3.0,5.65,3,1,3,3651.67,949.43,6,17,3.0,4,0,5.0,3,2.0,2,,2,1,3651.67,1995,43820.0,,True
951,36,29.0,13,3,1,952,3.0,3.63,3,1,2,2342.59,609.08,4,13,3.0,2,1,,2,3.0,5,,0,4,2342.59,1987,28111.13,,True
952,34,26.34,16,4,1,953,3.0,3.29,2,1,4,2127.5,553.15,1,16,3.0,3,0,6.0,3,3.0,5,,1,3,2127.5,1989,25530.0,,True
953,34,29.0,3,2,1,954,3.0,3.63,3,1,4,2342.59,609.08,0,19,3.0,3,1,4.0,1,1.0,3,,0,2,2342.59,1989,28111.08,,
954,44,61.21,4,3,1,955,4.0,7.65,3,2,2,4944.17,1285.48,9,12,3.0,4,0,10.0,2,2.0,5,,2,3,4944.17,1979,59330.0,,True
955,32,45.43,13,4,1,956,2.0,5.68,3,2,4,3669.17,953.98,2,11,3.0,3,1,8.0,3,2.0,5,,0,3,,1991,44030.0,,
956,53,112.81,7,2,1,957,1.0,14.1,2,3,4,9111.67,2369.03,7,18,3.0,4,1,35.0,3,3.0,5,,0,4,9111.67,1970,109340.0,,True
957,22,55.63,1,2,1,958,4.0,6.95,2,2,4,4492.84,1168.14,6,22,4.0,1,2,4.0,2,1.0,2,,2,2,4492.84,2001,53914.11,,True
958,44,29.0,8,4,1,959,1.0,3.63,4,1,4,2342.59,609.08,2,24,4.0,3,1,10.0,2,2.0,3,,0,2,2342.59,1979,28111.13,,True
959,35,20.86,25,4,1,960,4.0,2.61,3,1,2,1685.0,438.1,1,19,3.0,1,1,10.0,3,2.0,10,,7,8,1685.0,1988,20220.0,,True
960,25,43.91,4,1,1,961,3.0,5.49,2,2,1,3546.67,922.13,1,12,3.0,1,0,5.0,1,4.0,5,,0,3,3546.67,1998,42560.0,,True
961,49,36.94,1,3,1,962,3.0,4.62,3,1,1,2983.33,775.67,2,16,3.0,2,1,7.0,2,3.0,4,,0,2,2983.33,1974,35799.96,,
962,24,29.0,19,1,1,963,1.0,3.63,2,1,4,2342.59,609.08,0,17,3.0,4,0,,2,2.0,5,,3,4,2342.59,1999,28111.13,,True
963,38,29.91,9,3,1,964,2.0,3.74,2,1,2,2415.83,628.12,0,19,3.0,4,1,3.0,3,3.0,2,,1,2,2415.83,1985,28990.0,,True
964,29,29.0,1,3,1,965,2.0,3.63,2,1,3,2342.59,609.08,6,19,3.0,3,3,5.0,3,3.0,3,,0,2,2342.59,1994,28111.13,,True
965,43,57.39,1,3,1,966,4.0,7.17,3,2,4,4635.0,1205.1,4,13,3.0,2,1,12.0,2,2.0,5,,2,2,4635.0,1980,55620.0,,
966,28,55.63,5,4,1,967,1.0,6.95,3,2,4,4492.84,1168.14,1,14,3.0,2,0,4.0,3,3.0,4,,0,2,,1995,53914.11,,
967,20,29.0,2,3,1,968,3.0,3.63,2,1,3,2342.59,609.08,1,13,3.0,4,0,2.0,3,2.0,2,,0,2,2342.59,2003,28111.13,,True
968,47,29.0,2,4,1,969,4.0,3.63,2,1,4,2342.59,609.08,1,18,3.0,1,0,3.0,3,2.0,3,,1,2,2342.59,1976,28111.08,,
969,22,55.63,3,1,1,970,2.0,6.95,3,2,3,4492.84,1168.14,0,19,3.0,1,1,4.0,3,4.0,3,,0,2,4492.84,2001,53914.11,,True
970,28,24.52,9,3,1,971,3.0,3.07,3,1,3,1980.83,515.02,5,18,3.0,2,1,6.0,2,3.0,2,,2,2,1980.83,1995,23770.0,,True
971,39,24.8,6,3,1,972,4.0,3.1,3,1,1,2003.33,520.87,7,21,4.0,4,0,,2,1.0,2,,2,2,,1984,24040.0,,
972,33,28.88,1,4,1,973,3.0,3.61,2,1,1,2332.5,606.45,3,11,3.0,2,0,,1,3.0,3,,0,2,2332.5,1990,27990.0,,True
973,36,29.0,7,4,1,974,2.0,3.63,3,1,4,2342.59,609.08,2,18,3.0,3,0,8.0,6,3.0,6,,0,1,2342.59,1987,28111.13,,True
974,35,55.63,48,3,1,975,3.0,6.95,3,2,3,4492.84,1168.14,1,16,3.0,2,0,5.0,3,3.0,5,,1,0,4492.84,1988,53914.08,,
975,31,29.0,9,2,1,976,3.0,3.63,2,1,1,2342.59,609.08,0,22,4.0,1,0,4.0,0,3.0,3,,1,2,,1992,28111.13,,
976,33,35.62,13,1,1,977,2.0,4.45,3,1,4,2876.67,747.93,3,18,3.0,1,0,5.0,4,3.0,3,,0,2,2876.67,1990,34520.0,,True
977,27,29.0,24,4,1,978,4.0,3.63,3,1,2,2342.5,609.05,9,14,3.0,2,1,4.0,2,3.0,2,,2,2,2342.5,1996,28110.0,,True
978,30,29.0,22,3,1,979,1.0,3.63,3,1,3,2342.59,609.08,4,11,3.0,2,0,,2,,5,,0,1,,1993,28111.13,,
979,24,45.16,17,1,1,980,4.0,5.64,2,2,3,3647.5,948.35,1,15,3.0,2,2,5.0,6,3.0,4,,3,2,3647.5,1999,43770.0,,True
980,35,29.0,14,4,1,981,3.0,3.63,2,1,2,2342.59,609.08,1,24,4.0,4,1,5.0,2,1.0,4,,0,2,2342.59,1988,28111.13,,True
981,30,29.0,5,3,1,982,2.0,3.63,3,1,2,2342.59,609.08,0,17,3.0,1,0,4.0,3,3.0,3,,1,2,2342.59,1993,28111.13,,True
982,48,43.75,6,3,1,983,1.0,5.47,2,2,3,3533.33,918.67,2,13,3.0,4,0,19.0,0,3.0,2,,2,2,3533.33,1975,42399.96,,
983,41,55.63,7,2,1,984,4.0,6.95,3,2,3,4492.84,1168.14,6,14,3.0,2,0,8.0,6,3.0,2,,2,1,4492.84,1982,53914.08,,
984,27,43.61,2,4,1,985,1.0,5.45,3,2,4,3522.5,915.85,0,18,3.0,2,1,,2,,3,,2,2,3522.5,1996,42270.0,,True
985,35,40.41,10,3,1,986,2.0,5.05,3,1,4,3264.17,848.68,1,20,4.0,1,1,3.0,4,2.0,3,,1,2,3264.17,1988,39170.0,,True
986,26,51.27,29,2,1,987,2.0,6.41,1,2,1,4140.83,1076.62,8,18,3.0,4,0,,6,3.0,2,,2,2,,1997,49690.0,,
987,33,29.0,8,1,1,988,2.0,3.63,2,1,4,2342.59,609.08,0,19,3.0,4,0,,2,2.0,2,,2,2,,1990,28111.13,,
988,26,21.07,2,3,1,989,1.0,2.63,3,1,1,1701.67,442.43,6,14,3.0,2,1,6.0,2,3.0,3,,1,2,1701.67,1997,20420.0,,True
989,38,29.11,3,4,1,990,3.0,3.64,3,1,3,2350.83,611.22,3,16,3.0,1,1,8.0,2,3.0,2,,2,2,2350.83,1985,28209.96,,
990,46,197.4,47,4,1,991,4.0,24.67,3,5,4,15943.72,4145.37,9,17,3.0,4,2,23.0,0,3.0,2,,2,2,,1977,191324.62,,
991,20,29.0,9,3,1,992,4.0,3.63,3,1,4,2342.59,609.08,1,14,3.0,2,0,2.0,3,3.0,2,,0,2,2342.59,2003,28111.13,,True
992,30,102.73,20,3,1,993,4.0,12.84,3,2,1,8297.5,2157.35,0,15,3.0,3,1,7.0,1,2.0,6,,0,2,8297.5,1993,99570.0,,
993,27,29.0,8,5,1,994,1.0,3.63,1,1,3,2342.59,609.08,1,19,3.0,4,3,3.0,4,,3,,1,2,2342.59,1996,28111.13,,True
994,55,103.25,2,1,1,995,4.0,12.91,3,3,2,8339.32,2168.22,3,18,3.0,2,1,23.0,4,3.0,3,,1,2,,1968,100071.84,,
995,33,103.25,5,3,1,996,4.0,12.91,2,3,4,8339.32,2168.22,4,15,3.0,3,1,,2,3.0,3,,1,2,8339.32,1990,100071.84,,True
996,28,22.77,15,2,1,997,1.0,2.85,3,1,3,1839.17,478.18,1,16,3.0,4,1,4.0,5,2.0,4,,2,2,1839.17,1995,22070.0,,True
997,34,80.02,3,1,1,998,1.0,10.0,3,2,4,6463.33,1680.47,0,17,3.0,3,0,,1,2.0,6,,0,4,6463.33,1989,77559.95999999999,,
998,33,29.0,25,3,1,999,1.0,3.63,2,1,2,2342.59,609.08,4,20,4.0,2,0,5.0,0,3.0,2,,2,2,2342.59,1990,28111.13,,True
999,33,55.63,7,3,1,1000,4.0,6.95,3,2,2,4492.84,1168.14,0,17,3.0,3,1,4.0,3,3.0,3,,0,2,4492.84,1990,53914.11,,True
1000,21,21.36,1,1,1,1001,4.0,2.67,2,1,2,1725.0,448.5,1,11,3.0,3,0,2.0,6,4.0,2,,2,2,,2002,20700.0,,
1001,31,28.8,20,3,1,1002,3.0,3.6,4,1,4,2325.83,604.72,0,12,,1,1,3.0,4,3.0,2,,2,2,,1992,27910.0,,
1002,35,55.63,11,2,1,1003,4.0,6.95,3,2,4,4492.84,1168.14,1,11,3.0,4,1,5.0,3,3.0,5,,0,2,4492.84,1988,53914.08,,
1003,34,55.63,2,2,1,1004,4.0,6.95,3,2,3,4492.84,1168.14,2,11,3.0,4,0,,3,,3,,0,2,4492.84,1989,53914.08,,
1004,33,84.85,9,4,1,1005,1.0,10.61,3,2,1,6853.33,1781.87,0,17,3.0,1,0,6.0,3,3.0,5,,0,3,,1990,82240.0,,
